"stop_names","label","line_nbr","direction","passengers_in","passengers_out","travel_time","stopping_time","flow_l_in","flow_l_out","flow_n_in","transfers_in","transfers_in%","diff_in","err_in%","flow_n_out","transfers_out","transfers_out%","diff_out","err_out%"
"S8_R_JURIG_S","Jurigoz",8,"R",9870.244,73739.44,64.6881746545769,31.072828,9870.26983939394,73739.4141606061,9888.087,0,0,17.817,0.181,73532.377,0,0,-207.037,-0.281
"S8_R_MTSI_S","Montchoisi",8,"R",36673.043,118793.92,63.2381857613323,37.9519646,36673.0688393939,118793.894160606,3673.93,33743.775,92.012,744.636,2.03,118460.358,0,0,-333.536,-0.281
"S8_R_MUSEO_E","Musée Olympique",8,"R",32156.367,28830.082,30.7405959679794,26.8639321,32156.3928393939,28830.0561606061,3221.446,33550.713,104.336,4615.766,14.354,28749.11,0,0,-80.946,-0.281
"S8_R_DENAN_E","Denantou",8,"R",2724.428,13830.733,56.4343147751606,13.2651602,2724.45383939394,13830.7071606061,2729.373,0,0,4.919,0.181,13791.875,0,0,-38.832,-0.281
"S8_R_THALD_E","Tour Haldimand",8,"R",13305.527,42940.69,37.2897596488411,23.7780782,13305.5528393939,42940.6641606061,13329.573,0,0,24.02,0.181,42820.1,0,0,-120.564,-0.281
"S8_R_BNIER_E","Bourdonnière",8,"R",2079.4167,17240.64,26.9373962849955,14.5583748,2079.44253939394,17240.6141606061,2083.196,0,0,3.753,0.18,17192.208,0,0,-48.406,-0.281
"S8_R_VRNEY_E","Verney",8,"R",3421.3955,30723.977,52.7195300247215,18.5014988,3421.42133939394,30723.9511606061,3427.597,0,0,6.176,0.181,30490.548,147.555,0.48,-85.848,-0.279
"S8_R_CNIER_E","Châtaignier",8,"R",4718.329,36487.914,38.3477255818897,20.5936628,4718.35483939394,36487.8881606061,472.687,5584.174,118.35,1338.506,28.368,33208.293,3186.094,8.732,-93.501,-0.256
"S8_R_SOMAI_E","Somais",8,"R",11760.013,64935.875,45.1015701798666,23.1393878,11760.0388393939,64935.8491606061,11781.261,0,0,21.222,0.18,64753.53,0,0,-182.319,-0.281
"S8_R_PPORT_E","Pully, port",8,"R",2185.582,33775.13,39.5192634711446,18.1746593,2185.60783939394,33775.1041606061,2189.552,0,0,3.944,0.18,33680.274,0,0,-94.83,-0.281
"S8_R_VIGNE_E","Vignes",8,"R",1196.4877,57031.36,80.3253812231019,22.6214794,1196.51353939394,57031.3341606061,1198.672,0,0,2.158,0.18,56871.208,0,0,-160.126,-0.281
"S8_R_VERRI_E","Verrière",8,"R",3431.9536,60634.516,45.5912717408648,50.5852505,3431.97943939394,60634.4901606061,3438.171,0,0,6.192,0.18,60464.248,0,0,-170.242,-0.281
"S8_R_VERRI_O","Verrière",8,"R",0,59493.254,NA,10.5757672,0,59493.2281606061,0,0,NA,0,NA,59326.19,0,0,-167.038,-0.281
"S9_A_LUTRY_B","Lutry, Corniche",9,"A",132968.39,0,148.549864078542,408.0077537,132897.153025,0,133138.475,0,0,241.322,0.182,0,0,NA,0,NA
"S9_A_VOISD_O","Voisinand",9,"A",230093.11,13430.682,82.3508756174225,57.4258273,230021.873025,13501.918975,230439.521,0,0,417.648,0.182,13464.01,0,0,-37.909,-0.281
"S9_A_GPONT_O","Grand-Pont",9,"A",108156.17,8785.6875,60.3354661996812,29.7469915,108084.933025,8856.924475,108281.17,0,0,196.237,0.182,8832.057,0,0,-24.867,-0.281
"S9_A_MARRO_O","Marronnier",9,"A",74445.914,10857.93,44.1010057922859,29.8946589,74374.677025,10929.166975,74509.701,0,0,135.024,0.182,10898.481,0,0,-30.686,-0.281
"S9_A_PAUDX_O","Paudex, Village",9,"A",80115.734,17895.1,78.3873198329666,30.2752234,80044.497025,17966.336975,80189.799,0,0,145.302,0.182,17915.893,0,0,-50.444,-0.281
"S9_A_MLINS_O","Moulins",9,"A",127868.67,12916.777,65.789692751807,31.9818149,127797.433025,12988.013975,128029.404,0,0,231.971,0.182,12951.548,0,0,-36.466,-0.281
"S9_A_REYM_O","Reymondin",9,"A",60641.547,18576.482,75.7147780164698,27.9779802,60570.310025,18647.718975,60477.474,202.406,0.334,109.57,0.181,1859.536,16808.733,90.138,20.55,0.11
"S9_A_CLERG_O","Pully, Clergère",9,"A",221630.88,101167.45,68.8088024702408,40.4481516,221559.643025,101238.686975,217124.488,4828.326,2.179,393.171,0.177,100954.441,0,0,-284.246,-0.281
"S9_A_MTILL_O","Montillier",9,"A",66339.24,26457.4,75.3129665221472,26.3599302,66268.003025,26528.636975,66388.218,0,0,120.215,0.181,2645.415,24754.301,93.312,871.079,3.284
"S9_A_PDETT_O","Perraudettaz",9,"A",275723.5,58464.094,72.9796356320554,48.4574264,275652.263025,58535.330975,274882.196,1267.701,0.46,497.634,0.181,58370.982,0,0,-164.349,-0.281
"S9_A_ESPER_O","Bonne-Espérance",9,"A",113610.13,36319.64,65.6012339883308,33.1181625,113538.893025,36390.876975,89286.998,24413.5,21.502,161.605,0.142,31582.08,4719.862,12.97,-88.935,-0.244
"S9_A_LEMAN_O","Avenue du Léman",9,"A",48268.03,31206.73,83.0659556867217,28.7327253,48196.793025,31277.966975,48284.188,0,0,87.395,0.181,31190.148,0,0,-87.819,-0.281
"S9_A_EGLAN_O","Eglantine",9,"A",113729.05,38702.246,97.1803366522302,36.1978,113657.813025,38773.482975,113863.929,0,0,206.116,0.181,3866.462,77595.595,200.125,42688.574,110.097
"S9_A_GTE_O","Georgette",9,"A",65106.875,195331.94,135.690314083532,37.7488949,65035.638025,195403.176975,65152.906,0,0,117.268,0.18,194854.547,0,0,-548.63,-0.281
"S9_A_SF_O","St-François",9,"A",311922.38,643208.1,150.697982496145,80.4491654,311851.143025,643279.336975,279696.806,0,0,-32154.337,-10.311,641473.212,0,0,-1806.125,-0.281
"S9_A_B-AIR_O","Bel-Air",9,"A",454277.88,276371.6,91.5870013680485,47.5974548,454206.643025,276442.836975,455029.752,0,0,823.109,0.181,275666.673,0,0,-776.164,-0.281
"S9_A_CH_O","Chauderon",9,"A",344754.9,195834.25,78.8319694740713,76.7261949,344683.663025,195905.486975,92009.332,252786.204,73.339,111.873,0.032,195355.446,0,0,-550.041,-0.281
"S9_A_BOST_N","Boston",9,"A",156676.66,77218.74,102.75595621378,35.3693683,156605.423025,77289.976975,73436.969,83301.266,53.192,132.812,0.085,77072.971,0,0,-217.006,-0.281
"S9_A_SPAUL_O","St-Paul",9,"A",57351.727,301486.7,116.644540057982,40.5730844,57280.490025,301557.936975,23878.077,33445.599,58.389,43.186,0.075,300711.257,0,0,-846.68,-0.281
"S9_A_MTETN_O","Montétan",9,"A",64340.375,271917.6,56.3485664319573,39.176361,64269.138025,271988.836975,64385.698,0,0,116.56,0.181,271225.178,0,0,-763.659,-0.281
"S9_A_VALCY_O","Valency",9,"A",14194.5625,134724.9,46.0304438870608,29.4876663,14123.325525,134796.136975,14148.941,0,0,25.615,0.181,134417.672,0,0,-378.465,-0.281
"S9_A_HUTIN_O","Huttins",9,"A",9452.071,135316.72,67.376006811801,29.1012265,9380.834025,135387.956975,9397.849,0,0,17.015,0.181,135007.83,0,0,-380.127,-0.281
"S9_A_PRY-C_O","Prilly, Centre",9,"A",66065.28,287885.34,68.789059978793,45.9230451,65994.043025,287956.576975,66113.775,0,0,119.732,0.181,287148.086,0,0,-808.491,-0.281
"S9_A_PEREA_O","Perréaz",9,"A",2808.9038,69274.516,56.9508472622478,24.4096169,2737.666825,69345.752975,2742.634,0,0,4.967,0.181,69151.052,0,0,-194.701,-0.281
"S9_A_PRY_B","Prilly, Eglise",9,"A",0,233771.98,NA,13.9919078,0,233843.216975,0,0,NA,0,NA,233186.659,0,0,-656.558,-0.281
"S9_R_PRY_B","Prilly, Eglise",9,"R",234702.31,0,81.9918268677334,332.0757558,234829.10004,0,235255.784,0,0,426.684,0.182,0,0,NA,0,NA
"S9_R_PEREA_E","Perréaz",9,"R",67518.99,3575.082,79.5586860944226,33.6092092,67645.78004,3448.29196,67768.687,0,0,122.907,0.182,3438.61,0,0,-9.682,-0.281
"S9_R_PRY-C_E","Prilly, Centre",9,"R",216598.97,52632.992,72.5664298687266,44.7655318,216725.76004,52506.20196,217119.295,0,0,393.535,0.182,52358.781,0,0,-147.421,-0.281
"S9_R_HUTIN_E","Huttins",9,"R",223527.94,16681.98,61.7604957005564,35.3367129,223654.73004,16555.18996,224060.78,0,0,406.05,0.182,16508.708,0,0,-46.482,-0.281
"S9_R_VALCY_E","Valency",9,"R",146425.1,24356.717,86.91201011378,31.2726123,146551.89004,24229.92696,146817.932,0,0,266.042,0.182,24161.897,0,0,-68.03,-0.281
"S9_R_MTETN_E","Montétan",9,"R",296898.53,79249.13,148.47060985414,67.9439375,297025.32004,79122.33996,297564.213,0,0,538.893,0.181,78900.189,0,0,-222.151,-0.281
"S9_R_SPAUL_E","St-Paul",9,"R",99162.53,44776.156,49.8168829677271,37.8422419,99289.32004,44649.36596,99469.525,0,0,180.205,0.181,4452.4,57595.324,128.995,17398.358,38.967
"S9_R_BOST_S","Boston",9,"R",37944.418,109307.93,117.436093428308,44.9755599,38071.20804,109181.13996,38140.277,0,0,69.069,0.181,49289.941,59752.444,54.728,-138.755,-0.127
"S9_R_CH_E","Chauderon",9,"R",224198.47,234875.66,104.968226830676,42.8472379,224325.26004,234748.86996,224730.723,0,0,405.463,0.181,234089.769,0,0,-659.101,-0.281
"S9_R_B-AIR_C","Bel-Air",9,"R",388447.3,449972.2,148.197327305365,61.4703362,388574.09004,449845.40996,389282.863,0,0,708.773,0.182,448582.386,0,0,-1263.024,-0.281
"S9_R_SF_P","St-François",9,"R",560905.25,320699.88,125.741820437277,70.7908162,561032.04004,320573.08996,562049.135,0,0,1017.095,0.181,319673.022,0,0,-900.068,-0.281
"S9_R_GTE_E","Georgette",9,"R",305112.12,92493.87,87.6588025022341,48.1055664,305238.91004,92367.07996,202678.549,102927.14,33.72,366.779,0.12,92107.742,0,0,-259.338,-0.281
"S9_R_EGLAN_E","Eglantine",9,"R",38089.48,127445,39.4868988317287,28.600983,38216.27004,127318.20996,38285.563,0,0,69.293,0.181,108491.289,18521.5,14.547,-305.421,-0.24
"S9_R_LEMAN_E","Avenue du Léman",9,"R",18849.168,73888,86.2023096854896,25.3091563,18975.95804,73761.20996,19010.365,0,0,34.407,0.181,73554.112,0,0,-207.098,-0.281
"S9_R_ESPER_E","Bonne-Espérance",9,"R",33867.21,228452.38,67.3914334844458,37.6332648,33994.00004,228325.58996,25132.768,8906.722,26.201,45.49,0.134,219393.118,8314.752,3.642,-617.72,-0.271
"S9_R_PDETT_E","Perraudettaz",9,"R",51115.965,218511.53,74.6578535319644,39.4621809,51242.75504,218384.73996,36774.168,14535.16,28.365,66.573,0.13,217430.869,341.674,0.156,-612.197,-0.28
"S9_R_MTILL_D","Montillier",9,"R",11895.669,105452.86,62.4016327443525,28.846553,12022.45904,105326.06996,12044.26,0,0,21.801,0.181,102593.584,2443.644,2.32,-288.842,-0.274
"S9_R_CLERG_E","Pully, Clergère",9,"R",103745.51,207991.1,74.8181533436249,44.3891076,103872.30004,207864.30996,86463.673,17565.288,16.91,156.661,0.151,207280.693,0,0,-583.617,-0.281
"S9_R_REYM_E","Reymondin",9,"R",13054.689,55641.938,69.2618465060944,26.0754637,13181.47904,55515.14796,13205.406,0,0,23.927,0.182,55359.279,0,0,-155.869,-0.281
"S9_R_MLINS_E","Moulins",9,"R",11181.904,123366.266,44.1356095808921,30.342634,11308.69404,123239.47596,11329.224,0,0,20.53,0.182,122893.458,0,0,-346.018,-0.281
"S9_R_PAUDX_E","Paudex, Village",9,"R",16154.705,57467.637,42.7549948367979,24.9908187,16281.49504,57340.84696,16311.054,0,0,29.559,0.182,57179.852,0,0,-160.995,-0.281
"S9_R_MARRO_E","Marronnier",9,"R",7992.429,77518.266,70.6640477686989,27.6641225,8119.21904,77391.47596,8133.961,0,0,14.742,0.182,77174.185,0,0,-217.291,-0.281
"S9_R_GPONT_E","Grand-Pont",9,"R",6027.4033,115377.625,81.2462398419611,31.3865044,6154.19334,115250.83496,6165.369,0,0,11.176,0.182,114927.247,0,0,-323.588,-0.281
"S9_R_VOISD_E","Voisinand",9,"R",8369.199,157932.28,57.3306815883503,33.4665065,8495.98904,157805.48996,8258.696,252.276,2.969,14.983,0.176,157362.422,0,0,-443.068,-0.281
"S9_R_RIVE_E","Rive",9,"R",2670.5627,49108.625,82.9108452161396,19.8127598,2797.35274,48981.83496,2802.446,0,0,5.093,0.182,48844.309,0,0,-137.526,-0.281
"S9_R_LUTRY_B","Lutry, Corniche",9,"R",0,104020.22,NA,12.8397958,0,103893.42996,0,0,NA,0,NA,103601.73,0,0,-291.7,-0.281
"S12_A_FAVER_E","Faverges",12,"A",266433.22,2.0003884,84.2900135737832,40.9535209,272136.966313457,2.0003884,272630.159,0,0,493.193,0.181,1.995,0,0,-0.005,-0.25
"S12_A_CAP_E","Chemin du Cap",12,"A",104976.42,30875.22,66.4335978323979,32.6196626,110680.166313457,25171.4736865429,110880.765,0,0,200.599,0.181,2510.08,33320.223,132.373,10658.829,42.345
"S12_A_ESPER_O","Bonne-Espérance",12,"A",44406.65,15661.641,55.9476251306468,26.2333269,50110.3963134571,9957.89468654285,50201.224,0,0,90.828,0.181,9929.936,0,0,-27.959,-0.281
"S12_A_LEMAN_O","Avenue du Léman",12,"A",18178.34,8268.115,72.9641543761855,20.186854,23882.0863134571,2564.36868654285,23925.5,0,0,43.414,0.182,2557.169,0,0,-7.2,-0.281
"S12_A_EGLAN_O","Eglantine",12,"A",36614.703,18482.506,85.9641792200751,27.5706267,42318.4493134571,12778.7596865429,42394.802,0,0,76.353,0.18,12742.881,0,0,-35.879,-0.281
"S12_A_GTE_O","Georgette",12,"A",14784.801,90484.125,84.7757056451613,31.0070093,20488.5473134571,84780.3786865429,2052.552,47585.266,232.253,29149.271,142.271,84542.342,0,0,-238.037,-0.281
"S12_A_SF_B","St-François",12,"A",4737.785,283360.4,111.803936029811,41.8943083,10441.5313134571,277656.653686543,1046.038,9476.074,90.754,80.581,0.772,276877.081,0,0,-779.573,-0.281
"S12_A_MBNON_B","Montbenon",12,"A",0,122850.36,NA,14.3675957,0,117146.613686543,0,0,NA,0,NA,116817.703,0,0,-328.911,-0.281
"S12_R_MBNON_B","Montbenon",12,"R",114743.64,0,120.732989570814,523.5377783,109039.879085714,0,109237.585,0,0,197.706,0.181,0,0,NA,0,NA
"S12_R_SF_P","St-François",12,"R",143779.75,9398.555,116.05871424701,57.3687435,138075.989085714,15102.3159142857,138326.308,0,0,250.319,0.181,15059.913,0,0,-42.403,-0.281
"S12_R_GTE_E","Georgette",12,"R",94838.336,8673.586,79.0418779270039,45.0742733,89134.5750857143,14377.3469142857,89296.404,0,0,161.829,0.182,14336.98,0,0,-40.367,-0.281
"S12_R_EGLAN_E","Eglantine",12,"R",4957.3574,28123.703,31.7080543406742,20.1432055,0,34573.8674285714,0,0,NA,0,NA,34476.795,0,0,-97.072,-0.281
"S12_R_LEMAN_E","Avenue du Léman",12,"R",1477.6514,18387.32,89.2088176042151,18.3846809,0,28317.1904285714,0,23241.361,Inf,23241.361,Inf,28237.685,0,0,-79.505,-0.281
"S12_R_ESPER_S","Bonne-Espérance",12,"R",14692.831,65846.16,73.4510625096944,34.4171703,8989.07008571429,71549.9209142857,9005.279,0,0,16.209,0.18,71349.031,0,0,-200.89,-0.281
"S12_R_TRAB_E","Trabandan",12,"R",18589.916,37819.035,48.8393452796525,32.2047852,12886.1550857143,43522.7959142857,12909.393,0,0,23.238,0.18,43400.598,0,0,-122.198,-0.281
"S12_R_FAVER_E","Faverges",12,"R",0,144978.47,NA,9.9940268,0,150682.230914286,0,0,NA,0,NA,150259.163,0,0,-423.068,-0.281
"S13_A_MBNON_B","Montbenon",13,"A",58971.305,0,119.607140048754,660.1511445,58971.3030642857,0,58805.868,0,0,-165.435,-0.281,0,0,NA,0,NA
"S13_A_SF_P","St-François",13,"A",84149.69,6935.1924,81.2158751376002,66.2053157,84149.6880642857,6935.19433571429,83913.385,0,0,-236.303,-0.281,6883.047,32.765,0.472,-19.382,-0.279
"S13_A_BENJC_N","Benj. Constant",13,"A",13983.393,12670.988,99.4785562799466,33.1357918,13983.3910642857,12670.9899357143,13944.124,0,0,-39.267,-0.281,12635.414,0,0,-35.576,-0.281
"S13_A_MREPO_E","Mon Repos",13,"A",2484.004,14591.296,70.8399921429974,23.1539942,2484.00206428571,14591.2979357143,2477.027,0,0,-6.975,-0.281,14550.33,0,0,-40.968,-0.281
"S13_A_CHAND_E","Chandolin",13,"A",4411.5967,65695.39,38.617140836215,30.0055785,4411.59476428571,65695.3919357143,4399.206,0,0,-12.389,-0.281,65510.94,0,0,-184.452,-0.281
"S13_A_MOUSQ_E","Mousquines",13,"A",2173.7869,32768.305,30.4687279013122,23.1101462,2173.78496428571,32768.3069357143,2167.68,0,0,-6.105,-0.281,32676.304,0,0,-92.003,-0.281
"S13_A_FREYR_E","Floreyres",13,"A",600.4829,8517.183,36.1764266331065,14.8028993,600.480964285714,8517.18493571429,598.795,0,0,-1.686,-0.281,8493.271,0,0,-23.914,-0.281
"S13_A_VDEIL_B","Verdeil",13,"A",0,25595.877,NA,13.4930586,0,25595.8789357143,0,0,NA,0,NA,25524.014,0,0,-71.865,-0.281
"S13_R_VDEIL_B","Verdeil",13,"R",16752.541,0,43.7028629776539,49.0244726,16752.5435014286,0,16782.988,0,0,30.444,0.182,0,0,NA,0,NA
"S13_R_FREYR_O","Floreyres",13,"R",4065.6328,59.8,25.4246220302376,13.2095982,4065.63530142857,59.7974985714286,4073.024,0,0,7.389,0.182,59.63,0,0,-0.167,-0.279
"S13_R_MOUSQ_O","Mousquines",13,"R",17761.557,101.60002,63.7890437855881,24.8686825,17761.5595014286,101.597518571429,17793.837,0,0,32.277,0.182,101.312,0,0,-0.286,-0.282
"S13_R_CHAND_O","Chandolin",13,"R",54811.344,899.5995,70.7030710021992,28.0359317,54811.3465014286,899.596998571429,54910.947,0,0,99.6,0.182,897.071,0,0,-2.526,-0.281
"S13_R_MREPO_O","Mon Repos",13,"R",5353.7915,1558.803,78.7643104261676,24.2381008,5353.79400142857,1558.80049857143,5363.523,0,0,9.729,0.182,155.442,1533.704,98.39,130.346,8.362
"S13_R_BENJC_S","Benj. Constant",13,"R",3271.69,13653.906,89.8857390005112,38.1300519,3271.69250142857,13653.9034985714,3277.642,0,0,5.949,0.182,4166.102,9476.074,69.402,-11.727,-0.086
"S13_R_SF_B","St-François",13,"R",1494.6022,55014.227,105.594037961723,38.1174458,1494.60470142857,55014.2244985714,1497.299,0,0,2.694,0.18,54859.762,0,0,-154.462,-0.281
"S13_R_MBNON_B","Montbenon",13,"R",0,32223.258,NA,14.8635111,0,32223.2554985714,0,0,NA,0,NA,32132.783,0,0,-90.472,-0.281
"S16_A_PROVN_O","Provence nord",16,"A",108015.59,0,63.9308241252302,502.0304691,108005.984234375,0,108202.331,0,0,196.347,0.182,0,0,NA,0,NA
"S16_A_VJEUN_S","Vallée de la Jeunesse",16,"A",31059.9,1806.5532,60.3451330827644,25.4752532,31050.294234375,1816.158965625,31106.739,0,0,56.445,0.182,1811.06,0,0,-5.099,-0.281
"S16_A_PROVS_E","Provence sud",16,"A",60916.484,12475.738,46.9826680470877,36.0581039,60906.878234375,12485.343765625,61017.567,0,0,110.689,0.182,12450.289,0,0,-35.055,-0.281
"S16_A_COTAG_E","Cottages",16,"A",63497.53,11417.875,55.3586381412468,32.5710342,63487.924234375,11427.480765625,63603.282,0,0,115.358,0.182,11395.396,0,0,-32.085,-0.281
"S16_A_MTELY_E","Montelly",16,"A",83109.38,10530.487,138.952101359703,46.4009662,83099.774234375,10540.092765625,83250.746,0,0,150.972,0.182,10510.5,0,0,-29.593,-0.281
"S16_A_BLVDR_E","Belvédère",16,"A",52306.047,11994.768,71.7183093149944,29.955153,52296.441234375,12004.373765625,52391.44,0,0,94.999,0.182,11970.669,0,0,-33.705,-0.281
"S16_A_TIVOL_E","Tivoli",16,"A",24087.275,53547.594,214.780789403162,33.9520921,24077.669234375,53557.199765625,24121.388,0,0,43.719,0.182,25886.273,27598.049,51.53,-72.878,-0.136
"S16_A_CH_E","Chauderon",16,"A",89164.43,113838.84,98.8110429447853,40.3680564,89154.824234375,113848.445765625,91134.81,0,0,1979.986,2.221,113528.795,0,0,-319.651,-0.281
"S16_A_B-AIR_C","Bel-Air",16,"A",110166.19,101279.164,142.655024509804,56.2741948,110156.584234375,101288.769765625,110341.45,0,0,184.866,0.168,101004.383,0,0,-284.387,-0.281
"S16_A_SF_P","St-François",16,"A",116198.41,93148.17,78.5634158472663,67.505814,116188.804234375,93157.775765625,116398.884,0,0,210.08,0.181,92896.218,0,0,-261.558,-0.281
"S16_A_BENJC_N","Benj. Constant",16,"A",19465.04,41735.984,103.567877629063,35.2205303,19455.434234375,41745.589765625,17921.312,1566.469,8.052,32.347,0.166,41628.381,0,0,-117.209,-0.281
"S16_A_PBESS_N","Pont Bessières",16,"A",64846.953,31473.648,53.8165075844588,39.2374788,64837.347234375,31483.253765625,58946.311,5997.649,9.25,106.613,0.164,31394.859,0,0,-88.395,-0.281
"S16_A_VIRET_N","Pierre Viret",16,"A",18735.422,6434.644,63.1149538607146,24.7780506,18725.816234375,6444.249765625,18759.684,0,0,33.868,0.181,6426.156,0,0,-18.094,-0.281
"S16_A_TNEL_U","Tunnel",16,"A",34695.137,7499.408,50.0244931125213,36.0814061,34685.531234375,7509.013765625,34748.264,0,0,62.733,0.181,7487.931,0,0,-21.083,-0.281
"S16_A_BARRE_N","Barre",16,"A",22511.682,50649.23,58.2055875865805,34.7142083,22502.076234375,50658.835765625,22542.775,0,0,40.699,0.181,50516.602,0,0,-142.234,-0.281
"S16_A_VULLM_N","Vulliemin",16,"A",3814.8481,25036.434,57.5937172774869,23.1870526,3805.242334375,25046.039765625,3812.125,0,0,6.883,0.181,24975.718,0,0,-70.322,-0.281
"S16_A_PCHAT_N","Petit Château",16,"A",1963.7429,16073.325,64.5640786508121,21.3048672,1954.137134375,16082.930765625,1957.672,0,0,3.535,0.181,16037.775,0,0,-45.156,-0.281
"S16_A_HERMI_N","Hermitage",16,"A",14936.935,89193.375,67.8176447420244,47.650528,14927.329234375,89202.980765625,14954.329,0,0,27,0.181,88952.527,0,0,-250.454,-0.281
"S16_A_LISIE_N","Lisière",16,"A",4613.95,46303.46,43.3629758332017,26.6345412,4604.344234375,46313.065765625,4612.672,0,0,8.328,0.181,46183.033,0,0,-130.033,-0.281
"S16_A_SIGNA_N","Signal",16,"A",4951.3867,33969,39.8452456168062,20.4388327,4941.780934375,33978.605765625,4950.719,0,0,8.938,0.181,33883.205,0,0,-95.401,-0.281
"S16_A_CHOCO_N","Chocolatière",16,"A",215.53815,2275.3125,62.0420148738787,12.2678882,205.932384375,2284.918265625,206.305,0,0,0.373,0.181,2278.503,0,0,-6.415,-0.281
"S16_A_SAUVA_N","Lac Sauvabelin",16,"A",7381.3223,42312.633,127.535171357457,31.0669325,7371.716534375,42322.238765625,7385.05,0,0,13.333,0.181,42203.411,0,0,-118.828,-0.281
"S16_A_CASC_N","Cascades",16,"A",7559.5225,37907.53,63.4032072872015,27.2459123,7549.916734375,37917.135765625,7563.571,0,0,13.654,0.181,37810.676,0,0,-106.46,-0.281
"S16_A_LIBEL_E","Libellules",16,"A",1360.2638,37859.64,43.1533101045296,22.8539115,1350.658034375,37869.245765625,1353.101,0,0,2.443,0.181,6115.21,31736.622,83.806,-17.414,-0.046
"S16_A_GVENN_O","Grand Vennes",16,"A",0,66349.09,NA,12.1391048,0,66358.695765625,0,0,NA,0,NA,66172.381,0,0,-186.315,-0.281
"S16_R_GVENN_O","Grand Vennes",16,"R",70911.75,0,64.9427366341148,552.3771713,70885.3326304348,0,71013.893,0,0,128.56,0.181,0,0,NA,0,NA
"S16_R_LIBEL_O","Libellules",16,"R",43371.723,1019.9408,67.7843003153615,23.979253,43345.3056304348,1046.35816956522,43423.915,0,0,78.609,0.181,1043.42,0,0,-2.938,-0.281
"S16_R_CASC_S","Cascades",16,"R",38404.87,3980.0835,119.755210913386,25.4225464,38378.4526304348,4006.50086956522,38448.045,0,0,69.592,0.181,3995.252,0,0,-11.249,-0.281
"S16_R_SAUVA_S","Lac Sauvabelin",16,"R",31436.918,12061.723,43.1697220810695,28.5537858,31410.5006304348,12088.1403695652,31467.442,0,0,56.941,0.181,12054.201,0,0,-33.939,-0.281
"S16_R_CHOCO_S","Chocolatière",16,"R",1560.7108,276.8542,53.0680677540778,14.6768166,1534.29343043478,303.271569565217,1537.075,0,0,2.782,0.181,302.42,0,0,-0.852,-0.281
"S16_R_SIGNA_S","Signal",16,"R",23254.754,4223.093,44.4937869938458,23.0685775,23228.3366304348,4249.51036956522,23270.441,0,0,42.104,0.181,4237.579,0,0,-11.931,-0.281
"S16_R_LISIE_S","Lisière",16,"R",20518.59,6292.9106,82.4447926050683,23.7007957,20492.1726304348,6319.32796956522,20529.311,0,0,37.138,0.181,6301.585,0,0,-17.743,-0.281
"S16_R_HERMI_S","Hermitage",16,"R",41461.43,9128.027,170.679656965051,29.8092515,41435.0126304348,9154.44436956522,41510.127,0,0,75.114,0.181,912.874,26729.535,291.984,18487.965,201.956
"S16_R_VMOUL_S","Vieux-Moulin",16,"R",47084.023,20572.205,67.1061778992107,40.7179828,47057.6056304348,20598.6223695652,47142.95,0,0,85.344,0.181,20540.788,0,0,-57.834,-0.281
"S16_R_GBORD_S","Grande-Borde",16,"R",50110.06,9249.85,52.9487355010458,35.9527171,50083.6426304348,9276.26736956522,50174.531,0,0,90.888,0.181,9250.223,0,0,-26.044,-0.281
"S16_R_MEMIS_S","Mémise",16,"R",22490.605,15818.285,50.429715200732,26.8528618,22464.1876304348,15844.7023695652,22504.785,0,0,40.597,0.181,15800.215,0,0,-44.487,-0.281
"S16_R_TNEL_S","Tunnel",16,"R",13514.033,39617.867,150.588122605364,61.5598383,13487.6156304348,39644.2843695652,1351.201,12884.257,95.527,747.842,5.545,39532.976,0,0,-111.308,-0.281
"S16_R_VIRET_S","Pierre Viret",16,"R",5562.675,31318.363,76.2329385001569,25.0075221,5536.25763043478,31344.7803695652,5546.279,0,0,10.021,0.181,31256.763,0.011,0,-88.006,-0.281
"S16_R_PBESS_S","Pont Bessières",16,"R",9436.045,77215.94,185.8087168948,44.634021,9409.62763043478,77242.3573695652,9426.596,0,0,16.968,0.18,77025.485,0,0,-216.872,-0.281
"S16_R_SF_O","St-François",16,"R",84402.266,73212.09,136.369503249591,78.9823527,84375.8486304348,73238.5073695652,84529.116,0,0,153.267,0.182,73032.877,0,0,-205.63,-0.281
"S16_R_B-AIR_O","Bel-Air",16,"R",115602.13,38277.812,78.9712722298222,41.7292387,115575.712630435,38304.2293695652,115773.577,0,0,197.864,0.171,38196.683,0,0,-107.546,-0.281
"S16_R_CH_O","Chauderon",16,"R",111175.5,47051.273,125.164645844525,79.7009076,111149.082630435,47077.6903695652,103136.206,8205.874,7.383,192.997,0.174,46945.511,0,0,-132.179,-0.281
"S16_R_TIVOL_O","Tivoli",16,"R",26508.133,34239.58,63.568616163942,24.4544548,26481.7156304348,34265.9973695652,2652.818,24258.089,91.603,429.191,1.621,34169.789,0,0,-96.208,-0.281
"S16_R_BLVDR_O","Belvédère",16,"R",11819.197,51391.97,118.137390046076,30.160373,11792.7796304348,51418.3873695652,11813.628,0,0,20.848,0.177,51274.021,0,0,-144.366,-0.281
"S16_R_MTELY_O","Montelly",16,"R",8970.464,81419.86,49.988992992078,33.7213739,8944.04663043478,81446.2773695652,8959.884,0,0,15.837,0.177,81217.602,0,0,-228.675,-0.281
