"Lines","mean_error","sd_error","param"
2,0.407029516542238,0.158562018226224,0.02
3,0.442425380403617,0.0568613349867641,0.02
4,0.462901567148188,0.0400680273416527,0.02
5,0.482293499176258,0.0282123092509214,0.02
6,0.486080421959923,0.0218108288450769,0.02
7,0.49121693762421,0.0133620037433116,0.02
8,0.519875041369184,0.01344632851728,0.02
2,0.405663927964796,0.159017715976576,0.03
3,0.440273740997258,0.0568161346272009,0.03
4,0.460712685974954,0.0400777840374415,0.03
5,0.480036385229146,0.02817296000501,0.03
6,0.484279608132829,0.0218054960906477,0.03
7,0.490471838944189,0.0131711597269257,0.03
8,0.521061340784914,0.0134158834037393,0.03
2,0.404290200376272,0.159486060867441,0.04
3,0.438092376742042,0.0567972309386205,0.04
4,0.458594286515059,0.0401129252169169,0.04
5,0.478041648115411,0.0280994237838896,0.04
6,0.482794726423286,0.0218339389006616,0.04
7,0.490254319923976,0.0129951406124625,0.04
8,0.522790518124261,0.0133883606322265,0.04
2,0.40287298595928,0.159967988311006,0.05
3,0.435977087206419,0.0567870134249112,0.05
4,0.456576213480912,0.0401221681610567,0.05
5,0.476333712930731,0.0280523568082395,0.05
6,0.481761979789393,0.0217679038164195,0.05
7,0.490682914583395,0.0128921157461125,0.05
8,0.525028360732529,0.0133242451128528,0.05
2,0.401441793609977,0.160510691731701,0.06
3,0.433922380598798,0.0567442000799609,0.06
4,0.454705150941327,0.0401868086760601,0.06
5,0.474849984303374,0.0280238238920356,0.06
6,0.481245942580605,0.0216662262254159,0.06
7,0.491715616871962,0.0127202485369002,0.06
8,0.527585457088913,0.0132028643376859,0.06
2,0.400002233412597,0.161096072073397,0.07
3,0.431917809153331,0.0567929773063429,0.07
4,0.453099268585584,0.0403265039205736,0.07
5,0.473655768450666,0.0280255747812732,0.07
6,0.481228953587936,0.0215514571127956,0.07
7,0.493214946877802,0.0126181019700713,0.07
8,0.53037350850115,0.01303168446579,0.07
2,0.398477433668643,0.161690725957914,0.08
3,0.429980799140767,0.0569158181423375,0.08
4,0.451734141159893,0.0404515971816355,0.08
5,0.472960664767345,0.0280422049717633,0.08
6,0.481626511536545,0.0214327185256351,0.08
7,0.495046083138903,0.0125292060428103,0.08
8,0.533313541139776,0.0128377517328597,0.08
2,0.396844401747791,0.162406994055172,0.09
3,0.428091353801839,0.0570830506650745,0.09
4,0.450591243825847,0.0405513015031403,0.09
5,0.472780365106078,0.0280806191320704,0.09
6,0.482384373085579,0.0212829291370381,0.09
7,0.49726582603266,0.0124451436291446,0.09
8,0.53633456727561,0.0126076669586491,0.09
2,0.395206546389436,0.163131268520483,0.1
3,0.426236459769901,0.0572724018488095,0.1
4,0.449913119313943,0.0405503320192585,0.1
5,0.472985132500197,0.0281487939465965,0.1
6,0.483476344330609,0.0211626509717368,0.1
7,0.499876557139821,0.012356085014995,0.1
8,0.539454542576581,0.0123448579818223,0.1
2,0.391800235308802,0.164651773493121,0.12
3,0.422696349856291,0.0576761462258213,0.12
4,0.449702227719351,0.0404622965255282,0.12
5,0.47457936104055,0.0284268362246006,0.12
6,0.486386481769365,0.0209333278599676,0.12
7,0.506065221755576,0.0121220144496811,0.12
8,0.545794810671103,0.0118283126302954,0.12
2,0.388284853416946,0.166378209509698,0.14
3,0.419792274633382,0.0580660975219962,0.14
4,0.450871521270416,0.0400663684541449,0.14
5,0.47762098868284,0.0286064867817169,0.14
6,0.490282157865872,0.0205203475372878,0.14
7,0.513116245675372,0.0119183619230744,0.14
8,0.552386939561391,0.0114003093520881,0.14
2,0.384876752953237,0.16821099630419,0.16
3,0.417554931603582,0.05845028655996,0.16
4,0.453637211982627,0.0395585323823287,0.16
5,0.482012902472369,0.0286489354843575,0.16
6,0.49518351028929,0.0201749845892395,0.16
7,0.521148744738838,0.0117382396304087,0.16
8,0.559556561646709,0.0109961616534895,0.16
2,0.381526623599122,0.170162569282872,0.18
3,0.416260835721443,0.0587793068434276,0.18
4,0.45794805060718,0.0391826513801045,0.18
5,0.487393783270383,0.0287321029367672,0.18
6,0.50114875296161,0.0196614001957481,0.18
7,0.530188660149357,0.0115378716537431,0.18
8,0.567325516251153,0.0106328739642135,0.18
2,0.378393676659298,0.171950547628343,0.2
3,0.416495494478279,0.0592424803400507,0.2
4,0.463347502631738,0.0388709344882693,0.2
5,0.493640325334841,0.0286079209068544,0.2
6,0.508513152573038,0.0192800315945379,0.2
7,0.540204107912263,0.0114114317413112,0.2
8,0.575777733107481,0.0104069429773202,0.2
2,0.371322949254661,0.176399304861358,0.25
3,0.425054110449211,0.0593959879262344,0.25
4,0.482223711967993,0.0383853901985742,0.25
5,0.513365652882895,0.0279093656671208,0.25
6,0.534505058401531,0.0177298638092572,0.25
7,0.569188110153925,0.0110795110922077,0.25
8,0.601041912170705,0.00992131634011555,0.25
2,0.369207239777355,0.17912797938041,0.3
3,0.444241250489158,0.0599484580598946,0.3
4,0.50742879975657,0.03702183218147,0.3
5,0.54001771213365,0.0266380235287622,0.3
6,0.571292144814425,0.0164790148145749,0.3
7,0.603734797355514,0.0105945420830671,0.3
8,0.630417565964995,0.0100493463501709,0.3
2,0.392509119253202,0.174383294279222,0.4
3,0.516016539847518,0.0590938491621866,0.4
4,0.582791656526,0.0332487310583574,0.4
5,0.626570269771041,0.0231789542924483,0.4
6,0.669799590769231,0.0155498809452232,0.4
7,0.695006060637123,0.0109260446588704,0.4
8,0.715118201289457,0.00992660551894463,0.4
2,0.459324797464092,0.160264082107465,0.5
3,0.635312021362119,0.0548526332205936,0.5
4,0.71480753485278,0.0295510203025621,0.5
5,0.769265653392638,0.0219853015649031,0.5
6,0.808167451894849,0.0153893271306569,0.5
7,0.830714386322327,0.0115509685800938,0.5
8,0.847517248070382,0.0108968112409874,0.5
2,0.564197969885056,0.146542007705751,0.6
3,0.803315138608414,0.0531351600126446,0.6
4,0.92196979343992,0.0310224133205164,0.6
5,0.991339163208059,0.0230425183544962,0.6
6,1.03852007565744,0.0176070554829312,0.6
7,1.076344805912,0.0129711637450304,0.6
8,1.10635639991592,0.0116081900296001,0.6
2,0.700604496861739,0.135026312073255,0.7
3,1.00882367844827,0.0548333864934639,0.7
4,1.17891588627844,0.0342506413801887,0.7
5,1.27984241645977,0.0250123254264218,0.7
6,1.35073868762494,0.0174109141405767,0.7
7,1.40497131033211,0.012939257184196,0.7
8,1.45016600433673,0.0115769939374532,0.7
2,0.855986296866861,0.134927495057596,0.8
3,1.23857351592786,0.059443512762345,0.8
4,1.45709352166484,0.0378841834064918,0.8
5,1.59096990598332,0.0272034871598687,0.8
6,1.68861627281559,0.0171803707056518,0.8
7,1.75996292916604,0.013329765118191,0.8
8,1.81917665344106,0.0116444368625008,0.8
2,1.01897831755676,0.142839980381495,0.9
3,1.47569543035084,0.0652945506032369,0.9
4,1.75140812595486,0.0404332742115105,0.9
5,1.92023398459898,0.0293541003700282,0.9
6,2.04594124583841,0.0184105011649858,0.9
7,2.13319356426562,0.0141097214421619,0.9
8,2.2067401784809,0.0118918500898721,0.9
2,1.1826,0.153700079003604,1
3,1.70504160140506,0.0707064082335042,1
4,2.04735417948177,0.0435405731049101,1
5,2.25582962394911,0.0320779054533189,1
6,2.40749469719826,0.0201327814869767,1
7,2.51128720250162,0.0149846935090799,1
8,2.59893995212587,0.0121858847004062,1
