"Lines","mean_error","sd_error","param"
7,0.412932229741927,0.00384245750755674,"0.18"
8,0.417525960067414,0.00304238035388244,"0.18"
2,0.375617798211798,0.0660626093847693,"0.2"
3,0.37680731754791,0.0173238619211802,"0.2"
4,0.381039535609786,0.0117614159815688,"0.2"
5,0.413568965398194,0.00803894999733673,"0.2"
6,0.416761702492023,0.00464423208071444,"0.2"
7,0.422058662659654,0.00387514919831625,"0.2"
8,0.427684753478144,0.00306833658386788,"0.2"
2,0.371689072398965,0.0666818999605356,"0.25"
3,0.379717653023378,0.0176631633935916,"0.25"
4,0.396310058661301,0.0120503592445837,"0.25"
5,0.435112602168925,0.00753011049923677,"0.25"
6,0.439565655664834,0.0044718964669536,"0.25"
7,0.449047752667705,0.00364854726692775,"0.25"
8,0.457947676892636,0.00315267915662361,"0.25"
2,0.376239591181537,0.0658714169888221,"0.3"
3,0.392956535285114,0.0187302576056502,"0.3"
4,0.422631178663569,0.0119821650191557,"0.3"
5,0.465978747597102,0.00717535801523007,"0.3"
6,0.471835137426616,0.00453204537471447,"0.3"
7,0.484417485416191,0.00343036304314901,"0.3"
8,0.495393783588097,0.00338640255913728,"0.3"
2,0.39025137672077,0.0642092996298759,"0.35"
3,0.41806638457675,0.0208032490232397,"0.35"
4,0.463104988094693,0.0116049674792393,"0.35"
5,0.508472665676245,0.00716795497746362,"0.35"
6,0.516770415724031,0.00466591204649202,"0.35"
7,0.531846887050023,0.00333817426346995,"0.35"
8,0.543938735517379,0.00319220398615096,"0.35"
2,0.412418523823751,0.0622323012297786,"0.4"
3,0.460807739229054,0.0215037303227411,"0.4"
4,0.522321741142945,0.0113137952486846,"0.4"
5,0.565508320575645,0.00671992580427602,"0.4"
6,0.576089705060129,0.0042251781886044,"0.4"
7,0.59300042598551,0.00325995700930668,"0.4"
8,0.60637204788044,0.00324693798885686,"0.4"
2,0.488984085139187,0.0578820891308685,"0.5"
3,0.601439572442117,0.0224333752368566,"0.5"
4,0.691692559163073,0.0114193366101846,"0.5"
5,0.739729782455276,0.00579491383875597,"0.5"
6,0.75330707394143,0.0037474944540995,"0.5"
7,0.778648613193805,0.00301617800847946,"0.5"
8,0.795526901196434,0.00342439302299502,"0.5"
2,0.603135489124474,0.0527934725087168,"0.6"
3,0.787196621702117,0.0225913760227395,"0.6"
4,0.918704187875156,0.0121128877869154,"0.6"
5,0.996534003184623,0.00658698171842395,"0.6"
6,1.03452787286593,0.00483801521552362,"0.6"
7,1.07735183671387,0.00410676374538688,"0.6"
8,1.10332793775256,0.00346357545459324,"0.6"
2,0.735929333125779,0.0509175564741469,"0.7"
3,0.998309495311715,0.0233004299479586,"0.7"
4,1.17599986836857,0.0116665105093582,"0.7"
5,1.29057921501827,0.00738674518278244,"0.7"
6,1.35449678835261,0.00519471259345688,"0.7"
7,1.41340832052081,0.00441446596533109,"0.7"
8,1.45282056719672,0.00330823210243073,"0.7"
2,0.880575825069006,0.052243655582445,"0.8"
3,1.22367000666483,0.0239221363087694,"0.8"
4,1.4528299409305,0.0117818455402561,"0.8"
5,1.60062846368244,0.00821041121089885,"0.8"
6,1.69474714088948,0.00511240191023631,"0.8"
7,1.76929666552916,0.00447263613719613,"0.8"
8,1.82323141847202,0.00366843020911761,"0.8"
2,1.02694326445929,0.0550421139095779,"0.9"
3,1.45535388610268,0.0245727770540393,"0.9"
4,1.74216877757105,0.0120742157959331,"0.9"
5,1.92634704047652,0.00888155086789487,"0.9"
6,2.05002505019253,0.00532454977458719,"0.9"
7,2.13955387100352,0.00432490713071134,"0.9"
8,2.20834876317288,0.0038921496492027,"0.9"
2,1.173,0.0585576638878294,"1"
3,1.68709287733513,0.0253181125398557,"1"
4,2.03691202848424,0.0130302281821918,"1"
5,2.25594225293859,0.00952492163773072,"1"
6,2.40892334729768,0.00554754231753281,"1"
7,2.51532710509221,0.00445370319453389,"1"
8,2.59891534328067,0.00405399315670698,"1"
