"","code_arret_theo","libelle_arret_theo2","code_ligne_theo","direction_voy_theo","sequence_theo","montees","descentes"
"808","CDRAI_O","Coudraie",33,"R",2,49609.223,947.2948
"809","CHASS_S","Prilly-Chasseur",33,"R",3,49399.293,3292.0342
"810","PRY-C_S","Prilly, Centre",33,"R",4,97137.5,24758.848
"811","GVIGN_S","Grand Vigne",33,"R",5,26224.348,17530.66
"812","FLUM_S ","Flumeaux",33,"R",6,14568.982,23525.326
"813","GALIC_M","Galicien",33,"R",7,73345.61,58274.67
"814","MLEYO_O","Malley-Ouest",33,"R",11,94908.61,59668.215
"815","LONGE_O","Longemalle",33,"R",12,19084.678,21069.516
"816","LAC_O  ","Rue du Lac",33,"R",13,30332.984,48686.523
"817","CHENE_O","Chêne",33,"R",14,35750.336,29009.074
"818","CDRY_S ","Caudray",33,"R",15,46176.504,40825.664
"819","CENSU_O","Censuy",33,"R",16,51582.54,43348.594
"820","RCFFS_O","Renens-Gare sud",33,"R",17,233014.97,175064.84
"821","EPNEX_O","Epenex",33,"R",21,15913.684,13391.326
"822","SUCHF_S","Suchet-Forêt",33,"R",22,27667.734,40700.01
"823","PARC_S ","Parc",33,"R",23,7695.2554,41511.89
"824","CROSE_S","Croset",33,"R",24,23747.467,77934.79
"825","PSPOR_S","Place de Sport",33,"R",25,8621.031,31747.375
"826","STAND_S","Stand",33,"R",26,9956.059,24913.023
"827","VEILL_S","Veilloud",33,"R",27,15395.584,23211.336
"828","PONTE_S","Pontet",33,"R",28,27665.498,14746.135
"829","VLARS_S","Villars",33,"R",29,6479.376,84260.3
"830","PERET_O","Perrettes",33,"R",30,1497.421,19242.037
"831","ENJAL_S","En Enjalin",33,"R",31,2385.6753,19457.096
"832","RENGE_S","Renges",33,"R",32,1474.396,9486.098
"833","MTNY_S ","Montaney",33,"R",33,852.5188,22103.357
"834","CHPCU_S","Champs-Courbes",33,"R",34,1167.0139,33467.645
"835","VENON_S","Venoge nord",33,"R",36,381.64972,35374.67
"836","VENON_N","Venoge nord",33,"R",37,0,18572.1
"837","MMM_C  ","Closalet",36,"A",1,0,59553.68
"838","RCFFN_E","Renens-Gare nord",38,"A",1,59874.836,35.199997
"839","1-AOU_E","1er Août",38,"A",2,51651.547,14101.098
"840","AVNIR_O","Avenir",38,"A",3,27105.875,4412.8486
"841","R-14A_N","Renens-14 Avril",38,"A",6,13780.898,1545.4023
"842","INDUS_E","Industrie",38,"A",8,7489.1367,3158.4062
"843","1-MAI_N","1er Mai",38,"A",9,6032.9424,7107.237
"844","SAUGI_E","Saugiaz",38,"A",10,10753.23,16522.395
"845","BORJO_E","Borjod",38,"A",11,16490.004,28725.562
"846","FLIEU_E","Follieu",38,"A",12,1297.4014,20785.906
"847","BDESS_N","Bourg-Dessus",38,"A",13,2237.606,56229.75
"848","PRY_D  ","Prilly, Eglise",38,"A",15,0,77815.19
"849","PRY_D  ","Prilly, Eglise",38,"R",1,80915.086,0
"850","BDESS_S","Bourg-Dessus",38,"R",3,44208.336,3684.9014
"851","FLIEU_O","Follieu",38,"R",4,14004.789,2508.4062
"852","BORJO_O","Borjod",38,"R",5,18822.266,12872.239
"853","SAUGI_O","Saugiaz",38,"R",6,10593.828,7280.2373
"854","1-MAI_S","1er Mai",38,"R",7,6185.793,7008.037
"855","INDUS_O","Industrie",38,"R",9,5423.5933,10204.528
"856","R-14A_S","Renens-14 Avril",38,"R",11,5818.791,25505.824
"857","RCFFN_E","Renens-Gare nord",38,"R",12,0,83182.76
"858","MONTO_E","Montolieu",41,"A",1,87849.445,0
"859","CIGAL_E","Cigale",41,"A",2,213090.88,10817.106
"860","ABEIL_S","Abeilles",41,"A",3,113273.625,13558.777
"861","BOISS_D","Boissonnet",41,"A",4,139126.12,24400.902
"862","PBERT_S","Praz-Berthoud",41,"A",5,16911.7,7711.003
"863","SALA_A ","Sallaz",41,"A",6,16671.797,14617.801
"864","ST-ET_E","St-Etienne",41,"A",7,453.79996,533.79987
"865","VALMT_E","Valmont",41,"A",8,907.6,4391.5996
"866","FOYER_E","Foyer",41,"A",9,475.79993,2873.0002
"867","BOVRE_N","Boveresses",41,"A",10,944.2,15355.002
"868","PSECH_B","Praz-Séchaud",41,"A",11,0,17322.799
"869","PSECH_B","Praz-Séchaud",41,"R",1,18626.363,0
"870","BOVRE_S","Boveresses",41,"R",2,14119.664,1359.8628
"871","FOYER_O","Foyer",41,"R",3,2836.7124,259.11264
"872","VALMT_O","Valmont",41,"R",4,5339.5127,376.6126
"873","ST-ET_O","St-Etienne",41,"R",5,256.16266,554.21246
"874","SALA_B ","Sallaz",41,"R",6,423.71265,3268.3125
"875","PBERT_O","Praz-Berthoud",41,"R",7,8947.283,51717.266
"876","BOISS_M","Boissonnet",41,"R",8,29783.04,156018.25
"877","ABEIL_N","Abeilles",41,"R",9,9820.568,143525.69
"878","CIGAL_O","Cigale",41,"R",10,12470.918,269569.94
"879","MONTO_E","Montolieu",41,"R",11,0,71961.88
"880","SALA_D ","Sallaz",42,"A",1,125738.43,0
"881","CROND_S","Champ Rond",42,"A",2,2436.1567,2682.6892
"882","DEVIN_E","Devin",42,"A",3,10983.067,48593.27
"883","PCHLY_P","Pont de Chailly",42,"A",4,57408.145,32364.332
"884","ROZAV_N","Rozavère",42,"A",5,4178.9136,41279.508
"885","L-CHA_N","Les Chavannes",42,"A",6,2036.3228,33097.28
"886","CRAIV_N","Craivavers",42,"A",7,2877.4248,11833.187
"887","FOYER_B","Foyer",42,"A",8,0,16628.176
"888","FOYER_B","Foyer",42,"R",1,12769.637,0
"889","CRAIV_S","Craivavers",42,"R",2,9008.037,498.39948
"890","L-CHA_S","Les Chavannes",42,"R",3,15724.215,4650.3135
"891","ROZAV_S","Rozavère",42,"R",4,16688.367,2235.5554
"892","PCHLY_B","Pont de Chailly",42,"R",5,62947.695,28875.393
"893","DEVIN_O","Devin",42,"R",6,47430.707,29312.059
"894","CROND_N","Champ Rond",42,"R",7,3775.0688,1776.521
"895","SALA_D ","Sallaz",42,"R",8,0,120175.5
"896","BMURA_B","Epalinges, Bois Murat",45,"A",1,88636.086,0
"897","TUIL_E ","Tuileries",45,"A",2,37637.992,6527.749
"898","CROIS_C","Epalinges, Croisettes",45,"A",3,375146.12,41410.7
"899","PLANC_N","Planches",45,"A",4,6063.633,25064.762
"900","CX-BL_N","Croix Blanche",45,"A",5,40306.457,107592.79
"901","EPAL_N ","Marcel Regamey",45,"A",6,15047.385,59758.95
"902","LION_G ","Lion d'Or",45,"A",7,10939.749,58607.117
"903","GCHEM_N","Grand Chemin",45,"A",8,8519.818,22453.738
"904","MARIN_N","En Marin",45,"A",10,1169.801,14546.484
"905","VULET_N","Vulliette",45,"A",11,2472.81,41304.406
"906","E-HOT_N","Ecole Hôtelière",45,"A",12,18862.361,164236.1
"907","MAUVE_N","Mauvernay",45,"A",13,615.79944,23994.535
"908","CHT_B  ","Chalet-à-Gobet",45,"A",14,0,39920.867
"909","CHT_B  ","Chalet-à-Gobet",45,"R",1,45192.016,0
"910","MAUVE_S","Mauvernay",45,"R",2,13953.48,333.39996
"911","E-HOT_S","Ecole Hôtelière",45,"R",3,163489.98,19275.922
"912","VULET_S","Vulliette",45,"R",4,36354,2950.81
"913","MARIN_S","En Marin",45,"R",5,24162.938,3241.0073
"914","LION_S ","Lion d'Or",45,"R",7,67729.69,11254.959
"915","EPALC_E","Epalinges, centre",45,"R",8,48296.195,12443.201
"916","CX-BL_S","Croix Blanche",45,"R",9,87028.67,33979.07
"917","PLANC_S","Planches",45,"R",10,6955.376,4630.1934
"918","CROIS_D","Epalinges, Croisettes",45,"R",11,45723.457,332563.56
"919","TUIL_O ","Tuileries",45,"R",12,5947.1895,40297.812
"920","BMURA_B","Epalinges, Bois Murat",45,"R",13,0,83863.125
"921","BMURA_B","Epalinges, Bois Murat",46,"A",1,69824.28,0
"922","TUIL_E ","Tuileries",46,"A",2,21037.426,5300.4873
"923","CROIS_C","Epalinges, Croisettes",46,"A",3,212362,33625.094
"924","PLANC_N","Planches",46,"A",4,4282.2114,20458.52
"925","CX-BL_N","Croix Blanche",46,"A",5,15130.99,84053.484
"926","EPALC_O","Epalinges, centre",46,"A",6,7197.536,58092.797
"927","EPBIN_N","En Praz Bin",46,"A",7,496.18268,5074.8213
"928","BIOLL_N","Biolleyre",46,"A",8,785.4487,23225.03
"929","POLNY_N","Polny",46,"A",9,9063.41,51656.18
"930","BALLE_S","Epalinges, Ballègue",46,"A",10,0,58693.234
"931","BALLE_S","Epalinges, Ballègue",46,"R",1,61184.008,0
"932","BIOLL_S","Biolleyre",46,"R",2,25056.184,488.2492
"933","EPBIN_S","En Praz Bin",46,"R",3,3958.0503,185.40009
"934","EPALC_E","Epalinges, centre",46,"R",4,49480.492,4336.1465
"935","CX-BL_S","Croix Blanche",46,"R",5,85785.11,9335.461
"936","PLANC_S","Planches",46,"R",6,5171.1826,3034.961
"937","CROIS_D","Epalinges, Croisettes",46,"R",7,42364.06,168233.19
"938","TUIL_O ","Tuileries",46,"R",8,5118.192,25086.941
"939","BMURA_B","Epalinges, Bois Murat",46,"R",9,0,67416.97
"940","PPORT_B","Pully, port",47,"A",1,65222.844,0
"941","PPORT_O","Pully, port",47,"A",2,5803.6396,641.4329
"942","SOMAI_O","Somais",47,"A",3,64651.477,2175.0374
"943","CNIER_N","Châtaignier",47,"A",4,15685.857,1610.7335
"944","OSCHE_N","Osches",47,"A",5,15814.913,3412.079
"945","CLERG_N","Pully, Clergère",47,"A",7,94692.914,17898.438
"946","RTTAZ_N","Rochettaz",47,"A",8,7491.3613,24143.32
"947","BOVRA_N","Boverattes",47,"A",9,6762.7246,33145.31
"948","VALON_N","Vallon",47,"A",10,1249.4355,9702.33
"949","PREPA_M","Pré Pariset",47,"A",11,5209.7334,23368.334
"950","VVERT_B","Pully, Val-Vert",47,"A",12,71486.445,77377.41
"951","CHNAU_E","Pully, Chenaulaz",47,"A",13,646.2839,1935.1553
"952","GCHAM_E","Belmont-s-L., Grands-Champs",47,"A",15,1875.6764,50167.07
"953","BELMT_E","Belmont-s-L., Centre",47,"A",16,613.1285,53618.168
"954","BLESS_E","Belmont-s-L., Blessoney",47,"A",18,216.96347,35850.32
"955","LANDA_E","Lutry, Landar",47,"A",19,331.35513,24551.602
"956","LANDA_T","Lutry, Landar",47,"A",20,0,11603.804
"957","LANDA_T","Lutry, Landar",47,"R",1,30201.96,0
"958","LANDA_O","Lutry, Landar",47,"R",2,6863.6973,2217.6753
"959","BLESS_O","Belmont-s-L., Blessoney",47,"R",4,31356.395,715.2671
"960","BELMT_O","Belmont-s-L., Centre",47,"R",5,51656.207,907.0567
"961","GCHAM_O","Belmont-s-L., Grands-Champs",47,"R",6,58087.914,1862.7665
"962","CHNAU_O","Pully, Chenaulaz",47,"R",8,925.1808,151.09325
"963","VVERT_P","Pully, Val-Vert",47,"R",9,69577.125,76487.766
"964","PREPA_D","Pré Pariset",47,"R",10,14464.982,3325.5972
"965","VALON_S","Vallon",47,"R",11,5511.7617,1680.468
"966","BOVRA_D","Boverattes",47,"R",12,18389.156,6712.51
"967","RTTAZ_S","Rochettaz",47,"R",13,8742.733,15586.005
"968","CLERG_O","Pully, Clergère",47,"R",14,17049.613,69257.016
"969","PLY-G_E","Pully, gare",47,"R",15,31321.514,72638.6
"970","PREAU_O","Préau",47,"R",16,3281.7578,11064.34
"971","OSCHE_S","Osches",47,"R",17,1698.779,10860.372
"972","CNIER_E","Châtaignier",47,"R",18,855.39856,11505.457
"973","SOMAI_E","Somais",47,"R",19,3773.4932,33947.4
"974","PPORT_B","Pully, port",47,"R",20,0,34837.793
"975","PLY-G_E","Pully, gare",48,"A",1,11244.528,0
"976","PLY-C_9","Pully, centre",48,"A",2,43437.492,1031.1466
"977","REYM_O ","Reymondin",48,"A",3,7755.383,4076.232
"978","CLERG_O","Pully, Clergère",48,"A",4,25173.133,4361.2485
"979","MTILL_O","Montillier",48,"A",5,4746.468,1311.8737
"980","PDETT_O","Perraudettaz",48,"A",6,42624.875,18296.64
"981","ROSES_N","Roses",48,"A",7,20824.56,29041.361
"982","LIAUD_N","Les Liaudes",48,"A",8,5847.774,42493.6
"983","PAVIL_E","Pavillard",48,"A",9,3806.604,18227.16
"984","MAROL_N","Margerol",48,"A",10,3854.44,22161.371
"985","ROS_N  ","Rosiaz",48,"A",11,7639.6377,26530.805
"986","BRUY_E ","Bruyère",48,"A",12,1472.9789,23671.588
"987","DTTES_B","Daillettes",48,"A",13,0,24658.855
"988","DTTES_B","Daillettes",48,"R",1,20965.887,0
"989","VVERT_D","Pully, Val-Vert",48,"R",2,16046.292,661.8905
"990","ROS_O  ","Rosiaz",48,"R",3,11300.624,751.2556
"991","MAROL_S","Margerol",48,"R",4,19091.275,2187.34
"992","PAVIL_O","Pavillard",48,"R",5,20430.926,1782.972
"993","LIAUD_S","Les Liaudes",48,"R",6,16163.586,3402.2178
"994","ROSES_S","Roses",48,"R",7,8167.8193,15070.26
"995","PDETT_E","Perraudettaz",48,"R",8,13222.218,24608.504
"996","MTILL_E","Montillier",48,"R",9,479.01358,11161.303
"997","PLY-G_E","Pully, gare",48,"R",10,30531.756,54386.906
"998","CLERG_T","Pully, Clergère",49,"A",1,68762.19,0
"999","CLERG_N","Pully, Clergère",49,"A",2,16224.588,708.9486
"1000","RUISE_E","Ruisselet",49,"A",3,1691.0146,5213.9062
"1001","CAUDO_E","Caudoz",49,"A",4,999.13513,12524.133
"1002","CSROC_E","Centre Sportif Rochettaz",49,"A",5,1135.8788,8345.609
"1003","CHAFE_N","Chaffeises",49,"A",7,1578.1218,6973.632
"1004","BNOZ_N ","Burenoz",49,"A",8,7043.507,25773.238
"1005","ROUVN_E","Rouvène",49,"A",9,836.4171,6832.693
"1006","MALVX_N","Malavaux",49,"A",10,444.1711,10085.345
"1007","GCHAM_O","Belmont-s-L., Grands-Champs",49,"A",11,402.17682,21622.7
"1008","GCHAM_E","Belmont-s-L., Grands-Champs",49,"A",12,0,201.2023
"1009","GCHAM_E","Belmont-s-L., Grands-Champs",49,"R",1,9536.735,95.60002
"1010","PQUI_N ","Pâquis",49,"R",2,5905.3643,90.242294
"1011","ROUVN_O","Rouvène",49,"R",3,9171.261,762.29297
"1012","BNOZ_S ","Burenoz",49,"R",4,28559.002,2360.083
"1013","CHAFE_S","Chaffeises",49,"R",5,7238.4727,1711.2831
"1014","CSROC_O","Centre Sportif Rochettaz",49,"R",7,3443.8813,1252.8818
"1015","CAUDO_O","Caudoz",49,"R",8,1828.1064,490.7069
"1016","RUISE_O","Ruisselet",49,"R",9,914.97546,1113.7904
"1017","CLERG_O","Pully, Clergère",49,"R",10,1349.9221,45121.637
"1018","CLERG_T","Pully, Clergère",49,"R",11,0,16041.059
"1019","RCFFN_G","Renens-Gare nord",54,"A",1,31874.14,0
"1020","JURA_N ","Jura",54,"A",3,525.5303,1157.9857
"1021","ZING_N ","Zinguerie",54,"A",4,2072.5308,2852.19
"1022","MARCO_N","Marcolet",54,"A",5,1905.5543,7333.0923
"1023","CHISA_N","Crissier, Chisaz",54,"A",6,225.4471,755.0117
"1024","CRISS_N","Crissier, centre",54,"A",7,1591.4153,1059.994
"1025","TIMON_O","Crissier, Timonet",54,"A",8,1754.5858,947.1185
"1026","CHATL_N","Cheseaux-sur-Lausanne, Châtelard",54,"A",10,1639.775,6180.794
"1027","MARTH_N","Cheseaux-sur-Lausanne, Martheray",54,"A",11,780.8597,4463.6807
"1028","CHESG_B","Cheseaux-sur-Lausanne, gare",54,"A",12,232.68239,15412.606
"1029","MORGS_E","Morrens VD, Grande Salle",54,"A",14,301.24194,149.98137
"1030","CUGY_S ","Cugy VD, village",54,"A",17,258.23013,336.4978
"1031","CUGYP_S","Cugy VD, poste",54,"A",18,29.444077,231.28462
"1032","CAVEN_S","Cugy VD, Cavenette",54,"A",19,30.076702,18.520535
"1033","BUDR_S ","Le Mont-s-L., Budron",54,"A",21,20.73323,22.497974
"1034","FOUGE_S","Le Mont-s-L., Fougères",54,"A",22,26.926226,22.535507
"1035","ETAVZ_S","Le Mont-s-L., Etavez",54,"A",23,8.683889,15.894911
"1036","GMONT_B","Grand-Mont",54,"A",24,0,477.7214
"1037","FLON_I ","Lausanne-Flon",60,"A",1,223718.53,0
"1038","BESS_M ","Bessières",60,"A",2,56676.805,4516.703
"1039","TNEL_N ","Tunnel",60,"A",3,19805.584,5637.881
"1040","BELVO_N","Bellevaux",60,"A",4,21559.47,20687.197
"1041","COPOP_N","Coppoz-Poste",60,"A",6,10535.774,15417.201
"1042","GMONT_N","Grand-Mont",60,"A",7,4800.5894,8740.893
"1043","ETAVZ_N","Le Mont-s-L., Etavez",60,"A",8,898.76746,4070.4038
"1044","FOUGE_N","Le Mont-s-L., Fougères",60,"A",9,2609.4966,43814.79
"1045","BUDR_N ","Le Mont-s-L., Budron",60,"A",10,2251.4077,25118.852
"1046","CAVEN_N","Cugy VD, Cavenette",60,"A",12,3812.343,12086.451
"1047","CUGYP_N","Cugy VD, poste",60,"A",13,16868.477,19096.6
"1048","CUGY_N ","Cugy VD, village",60,"A",14,16111.242,40656.355
"1049","MLIN_N ","Cugy VD, Le Moulin",60,"A",15,4857.899,50559.4
"1050","BOTTE_D","Bottens, croisée",60,"R",1,36853.312,2809.3938
"1051","FROIL_B","Froideville, Laiterie",60,"R",6,64176.086,0
"1052","MLIN_S ","Cugy VD, Le Moulin",60,"R",10,48216.83,5414.8735
"1053","CUGY_S ","Cugy VD, village",60,"R",11,41998.4,22168.586
"1054","CUGYP_S","Cugy VD, poste",60,"R",12,17164.008,14844.353
"1055","CAVEN_S","Cugy VD, Cavenette",60,"R",13,13928.777,900.9304
"1056","BUDR_S ","Le Mont-s-L., Budron",60,"R",15,19414.18,3783.3013
"1057","FOUGE_S","Le Mont-s-L., Fougères",60,"R",16,23998.238,4104.452
"1058","ETAVZ_S","Le Mont-s-L., Etavez",60,"R",17,3687.772,649.1987
"1059","GMONT_S","Grand-Mont",60,"R",18,7643.1924,7328.4014
"1060","COPOP_S","Coppoz-Poste",60,"R",19,12182.675,8621.162
"1061","BELVO_S","Bellevaux",60,"R",21,14163.01,22071.066
"1062","TNEL_S ","Tunnel",60,"R",22,5022.9473,49479.195
"1063","BESS_D ","Bessières",60,"R",23,6278.1167,64947.22
"1064","FLON_I ","Lausanne-Flon",60,"R",24,0,197710.86
"1065","CROIS_B","Epalinges, Croisettes",62,"A",1,270234.6,0
"1066","LION_N ","Lion d'Or",62,"A",2,1915.5789,21107.72
"1067","MARIN_N","En Marin",62,"A",4,1252.2545,13304.779
"1068","VBOIS_N","Vert-Bois",62,"A",5,1451.1785,4311.964
"1069","CHT_N  ","Chalet-à-Gobet",62,"A",6,4051.2407,16381.918
"1070","CHFON_N","Lausanne, Chalet-Fontaine",62,"A",7,854.30225,2848.565
"1071","STCAT_N","Lausanne, Ste-Catherine",62,"A",8,272.4476,2041.2422
"1072","RGRAU_N","Montpreveyres, Riau-Graubon",62,"A",10,337.10364,4383.798
"1073","BALAN_N","Montpreveyres, Balances",62,"A",11,1205.9309,4496.39
"1074","MPREV_N","Montpreveyres, village",62,"A",12,7071.5376,17293.365
"1075","CORC_N ","Ropraz, Corcelles-Jorat",62,"A",14,514.7972,2905.9998
"1076","HOMEJ_N","Ropraz, Home du Jorat",62,"A",15,1818.7646,2094.4558
"1077","USSRO_N","Ropraz, Ussières",62,"A",16,616.7212,3232.6665
"1078","ECORC_E","Carrouge VD, Ecorcheboeuf",62,"A",18,5558.999,10800.35
"1079","CX-OR_E","Carrouge VD, Croix d'Or",62,"A",19,1073.6735,4949.3477
"1080","MEZ-V_N","Mézières VD, village",62,"A",21,10644.42,46573.61
"1081","MEZ-S_N","Mézières VD, station",62,"A",22,3245.3428,16421.193
"1082","CAROU_N","Carrouge VD, centre",62,"A",24,3961.2922,10467.308
"1083","VULLI_N","Vulliens, Halte TL",62,"A",25,1145.9026,5366.342
"1084","VUCH_N ","Vucherens, village",62,"A",28,1808.791,7033.1514
"1085","CLOSY_N","Vucherens, Closy",62,"A",29,249.26584,2045.759
"1086","SYENS_N","Syens, Champ-du-Chêne",62,"A",31,888.4314,2412.9038
"1087","BRESS_N","Bressonnaz, Village",62,"A",33,8961.564,7282.54
"1088","SORBI_N","Moudon, Sorbiers",62,"A",34,3469.9297,17186.348
"1089","VERG_N ","Moudon, Verger",62,"A",35,443.8084,21927.604
"1090","MOUD_S ","Moudon, Gare",62,"A",36,0,37846.176
"1091","MOUD_S ","Moudon, Gare",62,"R",1,90277.89,0
"1092","VERG_S ","Moudon, Verger",62,"R",2,16985.748,903.0304
"1093","SORBI_S","Moudon, Sorbiers",62,"R",3,14830.194,7731.599
"1094","BRESS_S","Bressonnaz, Village",62,"R",4,6094.396,10466.511
"1095","SYENS_S","Syens, Champ-du-Chêne",62,"R",6,2890.707,1270.132
"1096","CLOSY_S","Vucherens, Closy",62,"R",8,3202.8018,557.50195
"1097","VUCH_S ","Vucherens, village",62,"R",9,9217.637,2107.4604
"1098","VULLI_S","Vulliens, Halte TL",62,"R",12,4819.0786,885.29584
"1099","CAROU_S","Carrouge VD, centre",62,"R",13,13654.166,3994.6
"1100","MEZ-S_S","Mézières VD, station",62,"R",15,13655.383,3662.6377
"1101","MEZ-V_O","Mézières VD, village",62,"R",16,44719.617,13277.825
"1102","CX-OR_O","Carrouge VD, Croix d'Or",62,"R",18,5322.5996,1091.2034
"1103","ECORC_O","Carrouge VD, Ecorcheboeuf",62,"R",19,10334.999,3056.456
"1104","USSRO_S","Ropraz, Ussières",62,"R",21,3126.6362,517.05194
"1105","HOMEJ_S","Ropraz, Home du Jorat",62,"R",22,3735.8792,1663.7322
"1106","CORC_S ","Ropraz, Corcelles-Jorat",62,"R",23,2251.3315,804.3594
"1107","MPREV_S","Montpreveyres, village",62,"R",25,22104.646,6143.134
"1108","BALAN_S","Montpreveyres, Balances",62,"R",26,2188.972,1616.521
"1109","RGRAU_S","Montpreveyres, Riau-Graubon",62,"R",27,4485.4277,779.85504
"1110","STCAT_S","Lausanne, Ste-Catherine",62,"R",29,2485.7278,387.9527
"1111","CHFON_S","Lausanne, Chalet-Fontaine",62,"R",30,1764.1836,650.08215
"1112","CHT_S  ","Chalet-à-Gobet",62,"R",31,7624.7803,4326.9917
"1113","VBOIS_S","Vert-Bois",62,"R",32,5403.5337,2378.8633
"1114","MARIN_S","En Marin",62,"R",33,10954.866,1534.2515
"1115","LION_S ","Lion d'Or",62,"R",35,17364.352,2868.4358
"1116","CROIS_B","Epalinges, Croisettes",62,"R",36,179.88783,245795.4
"1117","CROIS_A","Epalinges, Croisettes",64,"A",1,223858.61,0
"1118","PLANC_N","Planches",64,"A",2,1875.8143,3625.3892
"1119","PREYV_N","Pré-d'Yverdon",64,"A",3,2515.658,24006.293
"1120","PERON_N","Perronnaz",64,"A",5,4032.22,16613.012
"1121","HTE-C_N","Haute Combe",64,"A",6,1561.0038,11301.439
"1122","MATHY_N","Chalet à Matthey",64,"A",7,2196.917,57829.64
"1123","MOLLT_N","Molliettes",64,"A",8,1291.5481,9278.941
"1124","VCLB_N ","Vers-chez-les-Blanc",64,"A",9,8181.512,38965.78
"1125","CHEVR_N","Chevreuils",64,"A",10,2250.994,26998.293
"1126","PRAZC_N","Praz-Collet",64,"A",11,4292.3496,34026.387
"1127","CHT_B  ","Chalet-à-Gobet",64,"A",13,53.6,272.3
"1128","VULET_N","Vulliette",64,"A",15,0,705.25
"1129","CHT_T  ","Chalet-à-Gobet",64,"R",1,18971.213,81.04988
"1130","PRAZC_S","Praz-Collet",64,"R",3,31279,2407.3408
"1131","CHEVR_S","Chevreuils",64,"R",4,21371.99,1693.9653
"1132","VCLB_S ","Vers-chez-les-Blanc",64,"R",5,42350.36,7862.623
"1133","MOLLT_S","Molliettes",64,"R",6,7379.369,974.39307
"1134","MATHY_S","Chalet à Matthey",64,"R",7,48560.85,1792.0405
"1135","HTE-C_S","Haute Combe",64,"R",8,13654.449,2282.957
"1136","PERON_O","Perronnaz",64,"R",9,16846.701,2921.88
"1137","PREYV_S","Pré-d'Yverdon",64,"R",11,16300.325,2601.0354
"1138","PLANC_S","Planches",64,"R",12,2312.547,2490.9734
"1139","CROIS_A","Epalinges, Croisettes",64,"R",13,0,201906.31
"1140","SALA_Z ","Sallaz",65,"A",1,128941.44,0
"1141","FOYER_E","Foyer",65,"A",2,1859.6248,3164.4263
"1142","ROVER_E","Lausanne, Rovéréaz",65,"A",3,168.78717,2078.6548
"1143","MBLES_E","Montblesson, Centenaire",65,"A",4,187.81874,2538.7737
"1144","3CHAS_E","Pully, Trois-Chasseurs",65,"A",6,350.75262,2552.9583
"1145","MTPLY_E","Pully, Monts-de-Pully",65,"A",7,72.37668,1151.3938
"1146","RAVES_E","Pully, Ravessoud",65,"A",8,41.21817,359.7732
"1147","CLAIE_E","Savigny, Claie-aux-Moines",65,"A",10,5523.9736,16050.787
"1148","PUBLO_E","Savigny, Publoz",65,"A",11,65.02966,1567.1399
"1149","ANCPO_E","Savigny, ancienne poste",65,"A",12,1037.7196,7586.712
"1150","SAV_E  ","Savigny, centre",65,"A",13,8858.521,31897.72
"1151","PPEL_E ","Forel (Lavaux), Pra Pélisson",65,"A",15,389.72003,1002.783
"1152","CONFR_E","Forel (Lavaux), Les Confréries",65,"A",16,723.68646,1697.2268
"1153","FOREL_Y","Forel (Lavaux), Cornes de Cerf",65,"A",17,10335.307,25688.555
"1154","CASAR_N","Forel (Lavaux), Casard",65,"A",18,210.51817,616.35535
"1155","ESSER_N","Essertes, Le Pralet",65,"A",20,443.47678,6651.634
"1156","AUBER_N","Servion, Clos de l'Auberge",65,"A",22,3500.1587,8161.4443
"1157","GROUG_N","Servion, Grange Rouge",65,"A",23,4039.2793,1571.0973
"1158","PJOR_N ","Mézières VD, Praz Joret",65,"A",25,100.96391,421.69492
"1159","GRRU_N ","Mézières VD, centre médical",65,"A",26,156.03831,5343.928
"1160","MEZ-V_N","Mézières VD, village",65,"A",27,309.1788,24324.55
"1161","MEZ-S_N","Mézières VD, station",65,"A",28,0,5747.9565
"1162","MEZ-S_N","Mézières VD, station",65,"R",1,7347.2607,0
"1163","MEZ-V_O","Mézières VD, village",65,"R",2,22332.062,641.75757
"1164","GRRU_S ","Mézières VD, centre médical",65,"R",3,6711.073,469.34576
"1165","PJOR_S ","Mézières VD, Praz Joret",65,"R",4,462.61035,131.24167
"1166","GROUG_S","Servion, Grange Rouge",65,"R",6,7282.049,936.03674
"1167","AUBER_S","Servion, Clos de l'Auberge",65,"R",7,10106.866,3459.1907
"1168","ESSER_S","Essertes, Le Pralet",65,"R",9,6530.4824,490.57385
"1169","CASAR_S","Forel (Lavaux), Casard",65,"R",11,549.3484,216.38449
"1170","FOREL_P","Forel (Lavaux), Cornes de Cerf",65,"R",12,25790.83,9932.293
"1171","CONFR_O","Forel (Lavaux), Les Confréries",65,"R",13,1349.4764,754.1982
"1172","PPEL_O ","Forel (Lavaux), Pra Pélisson",65,"R",14,795.2762,258.54953
"1173","SAV_O  ","Savigny, centre",65,"R",16,28777.758,9224.0205
"1174","ANCPO_O","Savigny, ancienne poste",65,"R",17,6603.1953,1348.6727
"1175","PUBLO_O","Savigny, Publoz",65,"R",18,688.2601,160.72433
"1176","CLAIE_O","Savigny, Claie-aux-Moines",65,"R",19,15480.266,4742.8184
"1177","RAVES_O","Pully, Ravessoud",65,"R",21,317.43338,42.764595
"1178","MTPLY_O","Pully, Monts-de-Pully",65,"R",22,658.72766,54.13448
"1179","3CHAS_O","Pully, Trois-Chasseurs",65,"R",23,2915.1853,316.01242
"1180","MBLES_O","Montblesson, Centenaire",65,"R",25,2544.9082,156.04366
