"","code_ligne_theo","direction_voy_theo","code_arret_theo","libelle_arret_theo2","sequence_theo","montees","descentes","geom_arret","lon","lat","code_arret_suiv_theo","mean_travel_time","mean_waiting_time","id"
"369",12,"A","GTE_O","Georgette",6,14784.801,90484.125,"c(6.63751792907715, 46.5180702209473)",6.63751792907715,46.5180702209473,"SF_B",84.7757056451613,31.0070093,"12_A_GTE_O"
"370",12,"A","SF_B","St-François",7,4737.785,283360.4,"c(6.63390016555786, 46.5194931030273)",6.63390016555786,46.5194931030273,"MBNON_B",111.803936029811,41.8943083,"12_A_SF_B"
"371",12,"A","MBNON_B","Montbenon",8,0,122850.36,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,NA,NA,14.3675957,"12_A_MBNON_B"
"372",12,"R","MBNON_B","Montbenon",1,114743.64,0,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,"SF_P",120.732989570814,523.5377783,"12_R_MBNON_B"
"373",12,"R","SF_P","St-François",2,143779.75,9398.555,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,"GTE_E",116.05871424701,57.3687435,"12_R_SF_P"
"374",12,"R","GTE_E","Georgette",3,94838.336,8673.586,"c(6.63850116729736, 46.5176658630371)",6.63850116729736,46.5176658630371,"EGLAN_E",79.0418779270039,45.0742733,"12_R_GTE_E"
"375",12,"R","EGLAN_E","Eglantine",4,4957.3574,28123.703,"c(6.64264297485352, 46.5160217285156)",6.64264297485352,46.5160217285156,"LEMAN_E",31.7080543406742,20.1432055,"12_R_EGLAN_E"
"376",12,"R","LEMAN_E","Avenue du Léman",5,1477.6514,18387.32,"c(6.64520311355591, 46.5156326293945)",6.64520311355591,46.5156326293945,"ESPER_S",89.2088176042151,18.3846809,"12_R_LEMAN_E"
"377",12,"R","ESPER_S","Bonne-Espérance",6,14692.831,65846.16,"c(6.64820623397827, 46.5152587890625)",6.64820623397827,46.5152587890625,"TRAB_E",73.4510625096944,34.4171703,"12_R_ESPER_S"
"378",12,"R","TRAB_E","Trabandan",7,18589.916,37819.035,"c(6.64452791213989, 46.5145492553711)",6.64452791213989,46.5145492553711,"FAVER_E",48.8393452796525,32.2047852,"12_R_TRAB_E"
"379",12,"R","FAVER_E","Faverges",8,0,144978.47,"c(6.64599800109863, 46.5138320922852)",6.64599800109863,46.5138320922852,NA,NA,9.9940268,"12_R_FAVER_E"
"380",13,"A","MBNON_B","Montbenon",1,58971.305,0,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,"SF_P",119.607140048754,660.1511445,"13_A_MBNON_B"
"381",13,"A","SF_P","St-François",2,84149.69,6935.1924,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,"BENJC_N",81.2158751376002,66.2053157,"13_A_SF_P"
"382",13,"A","BENJC_N","Benj. Constant",3,13983.393,12670.988,"c(6.63726806640625, 46.5191307067871)",6.63726806640625,46.5191307067871,"MREPO_E",99.4785562799466,33.1357918,"13_A_BENJC_N"
"383",13,"A","MREPO_E","Mon Repos",4,2484.004,14591.296,"c(6.64119577407837, 46.518726348877)",6.64119577407837,46.518726348877,"CHAND_E",70.8399921429974,23.1539942,"13_A_MREPO_E"
"384",13,"A","CHAND_E","Chandolin",5,4411.5967,65695.39,"c(6.64476013183594, 46.5173950195312)",6.64476013183594,46.5173950195312,"MOUSQ_E",38.617140836215,30.0055785,"13_A_CHAND_E"
"385",13,"A","MOUSQ_E","Mousquines",6,2173.7869,32768.305,"c(6.64673709869385, 46.5168151855469)",6.64673709869385,46.5168151855469,"FREYR_E",30.4687279013122,23.1101462,"13_A_MOUSQ_E"
"386",13,"A","FREYR_E","Floreyres",7,600.4829,8517.183,"c(6.64867305755615, 46.5171699523926)",6.64867305755615,46.5171699523926,"VDEIL_B",36.1764266331065,14.8028993,"13_A_FREYR_E"
"387",13,"A","VDEIL_B","Verdeil",8,0,25595.877,"c(6.64967393875122, 46.5182304382324)",6.64967393875122,46.5182304382324,NA,NA,13.4930586,"13_A_VDEIL_B"
"388",13,"R","VDEIL_B","Verdeil",1,16752.541,0,"c(6.64967393875122, 46.5182304382324)",6.64967393875122,46.5182304382324,"FREYR_O",43.7028629776539,49.0244726,"13_R_VDEIL_B"
"389",13,"R","FREYR_O","Floreyres",2,4065.6328,59.8,"c(6.64849185943604, 46.5170860290527)",6.64849185943604,46.5170860290527,"MOUSQ_O",25.4246220302376,13.2095982,"13_R_FREYR_O"
"390",13,"R","MOUSQ_O","Mousquines",3,17761.557,101.60002,"c(6.64729595184326, 46.5168724060059)",6.64729595184326,46.5168724060059,"CHAND_O",63.7890437855881,24.8686825,"13_R_MOUSQ_O"
"391",13,"R","CHAND_O","Chandolin",4,54811.344,899.5995,"c(6.64451122283936, 46.5175437927246)",6.64451122283936,46.5175437927246,"MREPO_O",70.7030710021992,28.0359317,"13_R_CHAND_O"
"392",13,"R","MREPO_O","Mon Repos",5,5353.7915,1558.803,"c(6.64084100723267, 46.5189666748047)",6.64084100723267,46.5189666748047,"BENJC_S",78.7643104261676,24.2381008,"13_R_MREPO_O"
"393",13,"R","BENJC_S","Benj. Constant",6,3271.69,13653.906,"c(6.63763999938965, 46.5194664001465)",6.63763999938965,46.5194664001465,"SF_B",89.8857390005112,38.1300519,"13_R_BENJC_S"
"394",13,"R","SF_B","St-François",7,1494.6022,55014.227,"c(6.63390016555786, 46.5194931030273)",6.63390016555786,46.5194931030273,"MBNON_B",105.594037961723,38.1174458,"13_R_SF_B"
"395",13,"R","MBNON_B","Montbenon",8,0,32223.258,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,NA,NA,14.8635111,"13_R_MBNON_B"
"396",16,"A","PROVN_O","Provence nord",1,108015.59,0,"c(6.60607004165649, 46.5241317749023)",6.60607004165649,46.5241317749023,"VJEUN_S",63.9308241252302,502.0304691,"16_A_PROVN_O"
"397",16,"A","VJEUN_S","Vallée de la Jeunesse",2,31059.9,1806.5532,"c(6.60763502120972, 46.5232353210449)",6.60763502120972,46.5232353210449,"PROVS_E",60.3451330827644,25.4752532,"16_A_VJEUN_S"
"398",16,"A","PROVS_E","Provence sud",3,60916.484,12475.738,"c(6.60824394226074, 46.5217666625977)",6.60824394226074,46.5217666625977,"COTAG_E",46.9826680470877,36.0581039,"16_A_PROVS_E"
"399",16,"A","COTAG_E","Cottages",4,63497.53,11417.875,"c(6.61014080047607, 46.5213012695312)",6.61014080047607,46.5213012695312,"MTELY_E",55.3586381412468,32.5710342,"16_A_COTAG_E"
"400",16,"A","MTELY_E","Montelly",5,83109.38,10530.487,"c(6.61263704299927, 46.520824432373)",6.61263704299927,46.520824432373,"BLVDR_E",138.952101359703,46.4009662,"16_A_MTELY_E"
"401",16,"A","BLVDR_E","Belvédère",6,52306.047,11994.768,"c(6.61693811416626, 46.5208473205566)",6.61693811416626,46.5208473205566,"TIVOL_E",71.7183093149944,29.955153,"16_A_BLVDR_E"
"402",16,"A","TIVOL_E","Tivoli",7,24087.275,53547.594,"c(6.62107801437378, 46.5211372375488)",6.62107801437378,46.5211372375488,"CH_E",214.780789403162,33.9520921,"16_A_TIVOL_E"
"404",16,"A","CH_E","Chauderon",8,89164.43,113838.84,"c(6.6259069442749, 46.5232696533203)",6.6259069442749,46.5232696533203,"B-AIR_C",98.8110429447853,40.3680564,"16_A_CH_E"
"405",16,"A","B-AIR_C","Bel-Air",9,110166.19,101279.164,"c(6.6296272277832, 46.5219650268555)",6.6296272277832,46.5219650268555,"SF_P",142.655024509804,56.2741948,"16_A_B-AIR_C"
"406",16,"A","SF_P","St-François",10,116198.41,93148.17,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,"BENJC_N",78.5634158472663,67.505814,"16_A_SF_P"
"407",16,"A","BENJC_N","Benj. Constant",11,19465.04,41735.984,"c(6.63726806640625, 46.5191307067871)",6.63726806640625,46.5191307067871,"BESS_N",103.567877629063,35.2205303,"16_A_BENJC_N"
"409",16,"A","PBESS_N","Pont Bessières",12,64846.953,31473.648,"c(6.6360330581665, 46.5215339660645)",6.6360330581665,46.5215339660645,"VIRET_N",53.8165075844588,39.2374788,"16_A_PBESS_N"
"410",16,"A","VIRET_N","Pierre Viret",13,18735.422,6434.644,"c(6.63400411605835, 46.5230102539062)",6.63400411605835,46.5230102539062,"TNEL_U",63.1149538607146,24.7780506,"16_A_VIRET_N"
"411",16,"A","TNEL_U","Tunnel",14,34695.137,7499.408,"c(6.63465690612793, 46.5246734619141)",6.63465690612793,46.5246734619141,"BARRE_N",50.0244931125213,36.0814061,"16_A_TNEL_U"
"412",16,"A","BARRE_N","Barre",15,22511.682,50649.23,"c(6.63606214523315, 46.5257453918457)",6.63606214523315,46.5257453918457,"VULLM_N",58.2055875865805,34.7142083,"16_A_BARRE_N"
"413",16,"A","VULLM_N","Vulliemin",16,3814.8481,25036.434,"c(6.63389492034912, 46.5277061462402)",6.63389492034912,46.5277061462402,"PCHAT_N",57.5937172774869,23.1870526,"16_A_VULLM_N"
"414",16,"A","PCHAT_N","Petit Château",17,1963.7429,16073.325,"c(6.63565301895142, 46.5277938842773)",6.63565301895142,46.5277938842773,"HERMI_N",64.5640786508121,21.3048672,"16_A_PCHAT_N"
"415",16,"A","HERMI_N","Hermitage",18,14936.935,89193.375,"c(6.63626098632812, 46.529857635498)",6.63626098632812,46.529857635498,"LISIE_N",67.8176447420244,47.650528,"16_A_HERMI_N"
"416",16,"A","LISIE_N","Lisière",19,4613.95,46303.46,"c(6.63773393630981, 46.5324859619141)",6.63773393630981,46.5324859619141,"SIGNA_N",43.3629758332017,26.6345412,"16_A_LISIE_N"
"417",16,"A","SIGNA_N","Signal",20,4951.3867,33969,"c(6.640625, 46.5326766967773)",6.640625,46.5326766967773,"CHOCO_N",39.8452456168062,20.4388327,"16_A_SIGNA_N"
"418",16,"A","CHOCO_N","Chocolatière",21,215.53815,2275.3125,"c(6.64109516143799, 46.5361709594727)",6.64109516143799,46.5361709594727,"SAUVA_N",62.0420148738787,12.2678882,"16_A_CHOCO_N"
"419",16,"A","SAUVA_N","Lac Sauvabelin",22,7381.3223,42312.633,"c(6.63911104202271, 46.5381088256836)",6.63911104202271,46.5381088256836,"CASC_N",127.535171357457,31.0669325,"16_A_SAUVA_N"
"420",16,"A","CASC_N","Cascades",23,7559.5225,37907.53,"c(6.64116477966309, 46.5402526855469)",6.64116477966309,46.5402526855469,"LIBEL_E",63.4032072872015,27.2459123,"16_A_CASC_N"
"421",16,"A","LIBEL_E","Libellules",24,1360.2638,37859.64,"c(6.64426279067993, 46.5405921936035)",6.64426279067993,46.5405921936035,"GVENN_O",43.1533101045296,22.8539115,"16_A_LIBEL_E"
"422",16,"A","GVENN_O","Grand Vennes",25,0,66349.09,"c(6.64608192443848, 46.5401191711426)",6.64608192443848,46.5401191711426,NA,NA,12.1391048,"16_A_GVENN_O"
"423",16,"R","GVENN_O","Grand Vennes",1,70911.75,0,"c(6.64608192443848, 46.5401191711426)",6.64608192443848,46.5401191711426,"LIBEL_O",64.9427366341148,552.3771713,"16_R_GVENN_O"
"424",16,"R","LIBEL_O","Libellules",2,43371.723,1019.9408,"c(6.64401292800903, 46.5407867431641)",6.64401292800903,46.5407867431641,"CASC_S",67.7843003153615,23.979253,"16_R_LIBEL_O"
"425",16,"R","CASC_S","Cascades",3,38404.87,3980.0835,"c(6.64088106155396, 46.5400657653809)",6.64088106155396,46.5400657653809,"SAUVA_S",119.755210913386,25.4225464,"16_R_CASC_S"
"426",16,"R","SAUVA_S","Lac Sauvabelin",4,31436.918,12061.723,"c(6.63904619216919, 46.5380973815918)",6.63904619216919,46.5380973815918,"CHOCO_S",43.1697220810695,28.5537858,"16_R_SAUVA_S"
"427",16,"R","CHOCO_S","Chocolatière",5,1560.7108,276.8542,"c(6.64084386825562, 46.5363845825195)",6.64084386825562,46.5363845825195,"SIGNA_S",53.0680677540778,14.6768166,"16_R_CHOCO_S"
"428",16,"R","SIGNA_S","Signal",6,23254.754,4223.093,"c(6.64040517807007, 46.532600402832)",6.64040517807007,46.532600402832,"LISIE_S",44.4937869938458,23.0685775,"16_R_SIGNA_S"
"429",16,"R","LISIE_S","Lisière",7,20518.59,6292.9106,"c(6.63731813430786, 46.5324172973633)",6.63731813430786,46.5324172973633,"HERMI_S",82.4447926050683,23.7007957,"16_R_LISIE_S"
"430",16,"R","HERMI_S","Hermitage",8,41461.43,9128.027,"c(6.63610887527466, 46.5304412841797)",6.63610887527466,46.5304412841797,"VMOUL_S",170.679656965051,29.8092515,"16_R_HERMI_S"
"431",16,"R","VMOUL_S","Vieux-Moulin",9,47084.023,20572.205,"c(6.62944221496582, 46.5326156616211)",6.62944221496582,46.5326156616211,"GBORD_S",67.1061778992107,40.7179828,"16_R_VMOUL_S"
"432",16,"R","GBORD_S","Grande-Borde",10,50110.06,9249.85,"c(6.63188409805298, 46.5296821594238)",6.63188409805298,46.5296821594238,"MEMIS_S",52.9487355010458,35.9527171,"16_R_GBORD_S"
"433",16,"R","MEMIS_S","Mémise",11,22490.605,15818.285,"c(6.63331699371338, 46.5271186828613)",6.63331699371338,46.5271186828613,"TNEL_S",50.429715200732,26.8528618,"16_R_MEMIS_S"
"434",16,"R","TNEL_S","Tunnel",12,13514.033,39617.867,"c(6.63404178619385, 46.5257377624512)",6.63404178619385,46.5257377624512,"NORD_E",150.588122605364,61.5598383,"16_R_TNEL_S"
"436",16,"R","VIRET_S","Pierre Viret",13,5562.675,31318.363,"c(6.63395023345947, 46.5231285095215)",6.63395023345947,46.5231285095215,"PBESS_S",76.2329385001569,25.0075221,"16_R_VIRET_S"
"437",16,"R","PBESS_S","Pont Bessières",14,9436.045,77215.94,"c(6.63671922683716, 46.5209465026855)",6.63671922683716,46.5209465026855,"SF_O",185.8087168948,44.634021,"16_R_PBESS_S"
"438",16,"R","SF_O","St-François",15,84402.266,73212.09,"c(6.63294792175293, 46.5195503234863)",6.63294792175293,46.5195503234863,"B-AIR_O",136.369503249591,78.9823527,"16_R_SF_O"
"440",16,"R","B-AIR_O","Bel-Air",16,115602.13,38277.812,"c(6.62830305099487, 46.5225219726562)",6.62830305099487,46.5225219726562,"CH_O",78.9712722298222,41.7292387,"16_R_B-AIR_O"
"441",16,"R","CH_O","Chauderon",17,111175.5,47051.273,"c(6.6256799697876, 46.5235748291016)",6.6256799697876,46.5235748291016,"TIVOL_O",125.164645844525,79.7009076,"16_R_CH_O"
"442",16,"R","TIVOL_O","Tivoli",18,26508.133,34239.58,"c(6.62215805053711, 46.5211982727051)",6.62215805053711,46.5211982727051,"BLVDR_O",63.568616163942,24.4544548,"16_R_TIVOL_O"
"443",16,"R","BLVDR_O","Belvédère",19,11819.197,51391.97,"c(6.61745691299438, 46.5209503173828)",6.61745691299438,46.5209503173828,"MTELY_O",118.137390046076,30.160373,"16_R_BLVDR_O"
"444",16,"R","MTELY_O","Montelly",20,8970.464,81419.86,"c(6.61242914199829, 46.5208320617676)",6.61242914199829,46.5208320617676,"COTAG_O",49.988992992078,33.7213739,"16_R_MTELY_O"
"445",16,"R","COTAG_O","Cottages",21,5477.19,62185.383,"c(6.61002206802368, 46.5213737487793)",6.61002206802368,46.5213737487793,"PROVS_O",42.30661941237,32.5367535,"16_R_COTAG_O"
"446",16,"R","PROVS_O","Provence sud",22,4783.6064,62537.137,"c(6.60828304290771, 46.5217742919922)",6.60828304290771,46.5217742919922,"VJEUN_N",49.8939284216946,31.7303838,"16_R_PROVS_O"
"447",16,"R","VJEUN_N","Vallée de la Jeunesse",23,1180.8309,29660.918,"c(6.60773706436157, 46.5233612060547)",6.60773706436157,46.5233612060547,"PROVN_O",42.1180873816071,23.1231467,"16_R_VJEUN_N"
"448",16,"R","PROVN_O","Provence nord",24,0,77071.14,"c(6.60607004165649, 46.5241317749023)",6.60607004165649,46.5241317749023,NA,NA,9.5466315,"16_R_PROVN_O"
"449",17,"A","GTE_B","Georgette",1,19132.625,0,"c(6.63804721832275, 46.5166816711426)",6.63804721832275,46.5166816711426,"GTE_N",101.14565383879,374.6203598,"17_A_GTE_B"
"450",17,"A","GTE_N","Georgette",2,148419.97,1667.1108,"c(6.63794422149658, 46.517463684082)",6.63794422149658,46.517463684082,"SF_O",166.074316730829,56.9554375,"17_A_GTE_N"
"451",17,"A","SF_O","St-François",3,404389,31826.506,"c(6.63294792175293, 46.5195503234863)",6.63294792175293,46.5195503234863,"B-AIR_O",151.58221637147,73.3849023,"17_A_SF_O"
"452",17,"A","B-AIR_O","Bel-Air",4,622583.9,47099.56,"c(6.62830305099487, 46.5225219726562)",6.62830305099487,46.5225219726562,"CH_O",80.3491873804971,45.8758258,"17_A_B-AIR_O"
"453",17,"A","CH_O","Chauderon",5,410872.3,63754.64,"c(6.6256799697876, 46.5235748291016)",6.6256799697876,46.5235748291016,"BOST_O",92.0423791643747,80.8044933,"17_A_CH_O"
"454",17,"A","BOST_O","Boston",6,115572.97,38642.89,"c(6.62232685089111, 46.5238647460938)",6.62232685089111,46.5238647460938,"RECOR_O",74.2335383805261,30.8433023,"17_A_BOST_O"
"455",17,"A","RECOR_O","Recordon",7,76842.43,140347.31,"c(6.61763095855713, 46.5257911682129)",6.61763095855713,46.5257911682129,"PRELA_O",92.7634236217458,40.2551042,"17_A_RECOR_O"
"456",17,"A","PRELA_O","Prélaz",8,115305.31,314249.44,"c(6.61253881454468, 46.5263938903809)",6.61253881454468,46.5263938903809,"PZROS_O",111.847489933526,37.6440706,"17_A_PRELA_O"
"457",17,"A","PZROS_O","Prélaz-les-Roses",9,54066.098,132591.39,"c(6.60630893707275, 46.527229309082)",6.60630893707275,46.527229309082,"GALIC_O",74.2713646745337,35.7496428,"17_A_PZROS_O"
"458",17,"A","GALIC_O","Galicien",11,95692.78,237351.52,"c(6.60339689254761, 46.5284423828125)",6.60339689254761,46.5284423828125,"PERRL_O",105.821947907666,39.5393748,"17_A_GALIC_O"
"459",17,"A","PERRL_O","Perrelet",13,107902.73,75398.84,"c(6.59820890426636, 46.5301284790039)",6.59820890426636,46.5301284790039,"R-VIL_O",74.94220884464,45.8509869,"17_A_PERRL_O"
"460",17,"A","R-VIL_O","Renens-Village",14,45933.24,152300.88,"c(6.59247493743896, 46.532543182373)",6.59247493743896,46.532543182373,"SEGLI_O",76.9423669159701,31.2884464,"17_A_R-VIL_O"
"461",17,"A","SEGLI_O","Sous l'Eglise",15,34366.95,92564.91,"c(6.58824682235718, 46.5353546142578)",6.58824682235718,46.5353546142578,"R-HV_O",47.7761390998333,29.8805891,"17_A_SEGLI_O"
"462",17,"A","R-HV_O","Hôtel-de-Ville",16,31679.258,58046.06,"c(6.58621692657471, 46.5367240905762)",6.58621692657471,46.5367240905762,"AVNIR_O",57.5817975551028,30.2564595,"17_A_R-HV_O"
"463",17,"A","AVNIR_O","Avenir",17,13980.561,201629.34,"c(6.58346700668335, 46.5383338928223)",6.58346700668335,46.5383338928223,"R-14A_E",62.0833229852229,35.5073856,"17_A_AVNIR_O"
"465",17,"A","R-14A_O","Renens-14 Avril",18,175567.05,284872.4,"c(6.58069086074829, 46.539119720459)",6.58069086074829,46.539119720459,"JURA_N",109.949785077856,53.5053347,"17_A_R-14A_O"
"466",17,"A","JURA_N","Jura",20,5633.3584,35049.406,"c(6.57337188720703, 46.5419158935547)",6.57337188720703,46.5419158935547,"ZING_O",62.5263966758687,23.0989496,"17_A_JURA_N"
"467",17,"A","ZING_O","Zinguerie",21,11175.027,92611.18,"c(6.57011604309082, 46.5441513061523)",6.57011604309082,46.5441513061523,"ARC-C_O",48.6865323315118,30.9215072,"17_A_ZING_O"
"468",17,"A","ARC-C_O","Arc-en-Ciel",22,5786.484,75507.19,"c(6.56812715530396, 46.5453758239746)",6.56812715530396,46.5453758239746,"CPLAN_N",80.3173306772908,37.2696095,"17_A_ARC-C_O"
"469",17,"A","CPLAN_N","Croix-de-Plan",24,3537.0688,139244.17,"c(6.56404495239258, 46.5478553771973)",6.56404495239258,46.5478553771973,"BUYE_N",89.1975846649007,32.7855151,"17_A_CPLAN_N"
"470",17,"A","BUYE_N","Buyère",25,2709.87,25628.803,"c(6.563551902771, 46.5501174926758)",6.563551902771,46.5501174926758,"COCAG_E",68.2283760683761,21.7764961,"17_A_BUYE_N"
"471",17,"A","COCAG_E","Cocagne",26,1107.4922,86546.92,"c(6.56191205978394, 46.5547828674316)",6.56191205978394,46.5547828674316,"RENTE_E",32.181579921944,28.0541026,"17_A_COCAG_E"
"472",17,"A","RENTE_E","Rente",27,297.26944,8944.309,"c(6.56251287460327, 46.5570907592773)",6.56251287460327,46.5570907592773,"CPEAG_B",56.8617957997321,12.0979403,"17_A_RENTE_E"
"473",17,"A","CPEAG_B","Croix-Péage",28,0,69024.92,"c(6.56532096862793, 46.5608711242676)",6.56532096862793,46.5608711242676,NA,NA,10.009888,"17_A_CPEAG_B"
"474",17,"R","CPEAG_B","Croix-Péage",1,66955.7,0,"c(6.56532096862793, 46.5608711242676)",6.56532096862793,46.5608711242676,"RENTE_O",87.8260450069525,496.2513266,"17_R_CPEAG_B"
"475",17,"R","RENTE_O","Rente",2,5371.6553,684.92017,"c(6.56238412857056, 46.5569915771484)",6.56238412857056,46.5569915771484,"COCAG_O",41.1417139614075,10.894577,"17_R_RENTE_O"
"476",17,"R","COCAG_O","Cocagne",3,67837.47,1541.8535,"c(6.56183576583862, 46.5546035766602)",6.56183576583862,46.5546035766602,"BUYE_S",86.5596879432624,28.0276674,"17_R_COCAG_O"
"477",17,"R","BUYE_S","Buyère",4,27019.023,2256.413,"c(6.56362295150757, 46.5497779846191)",6.56362295150757,46.5497779846191,"CPLAN_S",104.865121688319,54.0439716,"17_R_BUYE_S"
"478",17,"R","CPLAN_S","Croix-de-Plan",5,125154.69,4005.708,"c(6.56338977813721, 46.5480194091797)",6.56338977813721,46.5480194091797,"ARC-C_E",84.3910000283374,37.2103307,"17_R_CPLAN_S"
"479",17,"R","ARC-C_E","Arc-en-Ciel",7,87505.31,5940.0977,"c(6.56806516647339, 46.5452041625977)",6.56806516647339,46.5452041625977,"ZING_E",58.9896842940543,30.1544107,"17_R_ARC-C_E"
"480",17,"R","ZING_E","Zinguerie",8,93385.17,7751.499,"c(6.5709490776062, 46.5434188842773)",6.5709490776062,46.5434188842773,"JURA_E",54.6421810349714,32.0962138,"17_R_ZING_E"
"481",17,"R","JURA_E","Jura",9,33656.133,8726.161,"c(6.57420778274536, 46.5409698486328)",6.57420778274536,46.5409698486328,"RCFFN_E",161.710656016315,24.2752083,"17_R_JURA_E"
"482",17,"R","RCFFN_E","Renens-Gare nord",11,239192.53,173884.64,"c(6.57944297790527, 46.5380935668945)",6.57944297790527,46.5380935668945,"1-AOU_E",99.7533102652826,47.4355449,"17_R_RCFFN_E"
"483",17,"R","1-AOU_E","1er Août",12,360001.53,21262.576,"c(6.58207178115845, 46.5367126464844)",6.58207178115845,46.5367126464844,"R-HV_S",50.9586708203531,50.9418685,"17_R_1-AOU_E"
"484",17,"R","R-HV_S","Hôtel-de-Ville",13,50225.297,14836.851,"c(6.58553600311279, 46.5361175537109)",6.58553600311279,46.5361175537109,"SEGLI_E",51.1895154774821,25.4368755,"17_R_R-HV_S"
"485",17,"R","SEGLI_E","Sous l'Eglise",14,110612.734,43169.016,"c(6.58877515792847, 46.5348815917969)",6.58877515792847,46.5348815917969,"R-VIL_E",68.6121049837261,32.3339258,"17_R_SEGLI_E"
"486",17,"R","R-VIL_E","Renens-Village",15,159586.34,64829.035,"c(6.59192514419556, 46.5327186584473)",6.59192514419556,46.5327186584473,"PERRL_E",109.372320048003,34.3887953,"17_R_R-VIL_E"
"487",17,"R","PERRL_E","Perrelet",16,122369.27,134325.75,"c(6.59974384307861, 46.5295104980469)",6.59974384307861,46.5295104980469,"GALIC_E",114.426013264554,59.1976645,"17_R_PERRL_E"
"488",17,"R","GALIC_E","Galicien",19,246002.48,80723.44,"c(6.60477590560913, 46.527774810791)",6.60477590560913,46.527774810791,"PZROS_E",57.2584166568639,40.397815,"17_R_GALIC_E"
"489",17,"R","PZROS_E","Prélaz-les-Roses",20,135445.52,53282.688,"c(6.60709714889526, 46.5268325805664)",6.60709714889526,46.5268325805664,"CRARD_E",103.047619047619,44.4886249,"17_R_PZROS_E"
"491",17,"R","PRELA_E","Prélaz",21,346384.8,140540.88,"c(6.61282682418823, 46.5263137817383)",6.61282682418823,46.5263137817383,"RECOR_E",93.2939370320508,61.0254351,"17_R_PRELA_E"
"492",17,"R","RECOR_E","Recordon",22,154590.03,85876.41,"c(6.61847305297852, 46.5253028869629)",6.61847305297852,46.5253028869629,"BOST_E",70.3118721784963,34.4047332,"17_R_RECOR_E"
"493",17,"R","BOST_E","Boston",23,26276.033,201846.66,"c(6.62278509140015, 46.5237159729004)",6.62278509140015,46.5237159729004,"CH_E",114.853640100156,51.2728025,"17_R_BOST_E"
"494",17,"R","CH_E","Chauderon",24,97880.13,419099.25,"c(6.6259069442749, 46.5232696533203)",6.6259069442749,46.5232696533203,"B-AIR_C",100.441531114053,42.2989323,"17_R_CH_E"
"495",17,"R","B-AIR_C","Bel-Air",25,78761.27,673392.44,"c(6.6296272277832, 46.5219650268555)",6.6296272277832,46.5219650268555,"SF_P",131.336966544509,57.7387933,"17_R_B-AIR_C"
"496",17,"R","SF_P","St-François",26,24290.01,404554,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,"GTE_E",120.967401851512,61.6183473,"17_R_SF_P"
"497",17,"R","GTE_E","Georgette",27,1848.7222,133777.03,"c(6.63850116729736, 46.5176658630371)",6.63850116729736,46.5176658630371,"GTE_B",71.3090566838114,40.0388398,"17_R_GTE_E"
"498",17,"R","GTE_B","Georgette",28,0,26397.363,"c(6.63804721832275, 46.5166816711426)",6.63804721832275,46.5166816711426,NA,NA,13.9531258,"17_R_GTE_B"
"499",18,"A","FLON_O","Lausanne-Flon",1,1102765.6,0,"c(6.63039779663086, 46.5209808349609)",6.63039779663086,46.5209808349609,"PFRAN_O",99.3095798319328,357.9159782,"18_A_FLON_O"
"500",18,"A","PFRAN_O","Port-Franc",2,229753.28,33257.777,"c(6.62577390670776, 46.5225868225098)",6.62577390670776,46.5225868225098,"EPSIC_O",63.0833268698777,38.4219299,"18_A_PFRAN_O"
"501",18,"A","EPSIC_O","EPSIC",3,35764.953,107301.766,"c(6.62101697921753, 46.5234146118164)",6.62101697921753,46.5234146118164,"ECMET_O",82.2593664410108,28.4003206,"18_A_EPSIC_O"
"502",18,"A","ECMET_O","Ecole des Métiers",4,62100.73,208533.66,"c(6.61628389358521, 46.5244064331055)",6.61628389358521,46.5244064331055,"CRARD_O",63.5258043674893,53.4261278,"18_A_ECMET_O"
"503",18,"A","CRARD_O","Couchirard",5,69885.07,230983.53,"c(6.61330223083496, 46.5250854492188)",6.61330223083496,46.5250854492188,"PZROS_O",118.620737755735,43.0267218,"18_A_CRARD_O"
"504",18,"A","PZROS_O","Prélaz-les-Roses",6,32715.328,111058.44,"c(6.60630893707275, 46.527229309082)",6.60630893707275,46.527229309082,"GALIC_O",73.3110250451846,33.3864951,"18_A_PZROS_O"
"505",18,"A","GALIC_O","Galicien",8,105508.88,184864.58,"c(6.60339689254761, 46.5284423828125)",6.60339689254761,46.5284423828125,"PERRL_N",108.47567165369,37.4135037,"18_A_GALIC_O"
"506",18,"A","PERRL_N","Perrelet",10,44658.703,70397.9,"c(6.59881210327148, 46.5307273864746)",6.59881210327148,46.5307273864746,"FLORI_O",54.517625759731,40.395939,"18_A_PERRL_N"
"507",18,"A","FLORI_O","Florissant",11,16608.38,146636.6,"c(6.59854316711426, 46.5329742431641)",6.59854316711426,46.5329742431641,"BROYE_O",49.5677080639321,33.1177292,"18_A_FLORI_O"
