"id_i","tag_i","stop_i","line_i","direction_i","id_j","tag_j","stop_j","line_j","direction_j","number_of_transfers"
1048,"S64_R_CROIS_A","Epalinges, Croisettes",64,"R",974,"S62_A_CROIS_B","Epalinges, Croisettes",62,"A",4852.18259198302
282,"S8_R_RIP_S","Riponne-M. Béjart",8,"R",83,"S2_R_RNEUV_S","Rue Neuve",2,"R",4816.99535838351
506,"S18_R_BDESS_D","Bourg-Dessus",18,"R",832,"S38_R_BDESS_S","Bourg-Dessus",38,"R",4786.08807170903
683,"S31_A_SORGE_E","UNIL-Sorge",31,"A",1182,"S70_R_SORGE_R","UNIL-Sorge",70,"R",4594.89072587414
381,"S13_R_SF_B","St-François",13,"R",357,"S12_A_SF_B","St-François",12,"A",4585.1834010909
100,"S3_A_CECIL_N","Cécil",3,"A",169,"S6_A_CECIL_N","Cécil",6,"A",4574.01592341886
798,"S33_R_LONGE_O","Longemalle",33,"R",756,"S32_R_LONGE_E","Longemalle",32,"R",4502.49878980321
422,"S16_R_SF_O","St-François",16,"R",34,"S1_R_SF_S","St-François",1,"R",4490.63707384342
284,"S8_R_SF_S","St-François",8,"R",392,"S16_A_SF_P","St-François",16,"A",4434.23859264631
714,"S32_A_LONGE_O","Longemalle",32,"A",781,"S33_A_LONGE_E","Longemalle",33,"A",4420.09116275492
720,"S32_A_PLANT_O","Planta",32,"A",696,"S31_R_PLANT_E","Planta",31,"R",4255.50538786621
152,"S4_R_SF_S","St-François",4,"R",368,"S13_A_SF_P","St-François",13,"A",4237.47318113742
932,"S47_R_CNIER_E","Châtaignier",47,"R",294,"S8_R_CNIER_E","Châtaignier",8,"R",4197.62050816601
254,"S8_A_ROUVR_N","Rouvraie",8,"A",106,"S3_A_ROUVR_N","Rouvraie",3,"A",4191.79796259159
131,"S4_A_GTE_N","Georgette",4,"A",336,"S9_R_GTE_E","Georgette",9,"R",4093.23809904982
855,"S42_R_SALA_D","Sallaz",42,"R",180,"S6_A_SALA_A","Sallaz",6,"A",4079.98221053009
600,"S22_R_BESS_D","Bessières",22,"R",219,"S7_R_BESS_S","Bessières",7,"A",4057.69720200853
199,"S6_R_SF_O","St-François",6,"R",85,"S2_R_SF_S","St-François",2,"R",4056.06152623067
739,"S32_R_TIMON_E","Crissier, Timonet",32,"R",499,"S18_R_TIMON_E","Crissier, Timonet",18,"R",4038.58014015331
313,"S9_A_GTE_O","Georgette",9,"A",153,"S4_R_GTE_S","Georgette",4,"R",4036.85604147177
1025,"S62_R_CROIS_B","Epalinges, Croisettes",62,"R",1026,"S64_A_CROIS_A","Epalinges, Croisettes",64,"A",4000.45266449066
661,"S25_R_BGARD_S","Beauregard",25,"R",40,"S1_R_BGARD_S","Beauregard",1,"R",3999.6493378258
183,"S6_A_FOYER_E","Foyer",6,"A",1091,"S65_R_FOYER_O","Foyer",65,"R",3999.18346447586
391,"S16_A_B-AIR_C","Bel-Air",16,"A",84,"S2_R_B-AIR_D","Bel-Air",2,"R",3982.25429888901
63,"S2_A_BLIJO_O","Beaulieu-Jomini",2,"A",103,"S3_A_BLIJO_M","Beaulieu-Jomini",3,"A",3912.30558913786
1021,"S62_R_CHT_S","Chalet-à-Gobet",62,"R",869,"S45_R_CHT_B","Chalet-à-Gobet",45,"R",3818.21800503474
246,"S8_A_GTE_N","Georgette",8,"A",361,"S12_R_GTE_E","Georgette",12,"R",3813.64146472254
171,"S6_A_B-AIR_C","Bel-Air",6,"A",33,"S1_R_B-AIR_D","Bel-Air",1,"R",3786.46955346323
128,"S4_A_MTSI_N","Montchoisi",4,"A",288,"S8_R_MTSI_S","Montchoisi",8,"R",3766.84339633977
1048,"S64_R_CROIS_A","Epalinges, Croisettes",64,"R",858,"S45_A_CROIS_C","Epalinges, Croisettes",45,"A",3742.0512617644
215,"S7_R_PCHLY_O","Pont de Chailly",7,"A",843,"S42_A_PCHLY_P","Pont de Chailly",42,"A",3720.22786904074
360,"S12_R_SF_P","St-François",12,"R",172,"S6_A_SF_P","St-François",6,"A",3687.66766345924
382,"S13_R_MBNON_B","Montbenon",13,"R",359,"S12_R_MBNON_B","Montbenon",12,"R",3673.02694760717
829,"S38_A_BDESS_N","Bourg-Dessus",38,"A",490,"S18_A_BDESS_M","Bourg-Dessus",18,"A",3649.44972199516
80,"S2_R_BLIJO_E","Beaulieu-Jomini",2,"R",103,"S3_A_BLIJO_M","Beaulieu-Jomini",3,"A",3576.04002540971
894,"S46_R_EPALC_E","Epalinges, centre",46,"R",875,"S45_R_EPALC_E","Epalinges, centre",45,"R",3570.64826581473
10,"S1_A_GARE_N","Lausanne-Gare",1,"A",1212,"S72_R_CFF","Lausanne-Gare",72,"R",3562.79288097116
1191,"S72_A_DEL","Délices",72,"A",642,"S25_A_DLICE_E","Délices",25,"A",3478.18445883931
1175,"S70_R_VIGIE_R","Vigie",70,"R",169,"S6_A_CECIL_N","Cécil",6,"A",3453.83152630595
86,"S2_R_GTE_D","Georgette",2,"R",361,"S12_R_GTE_E","Georgette",12,"R",3390.10163475838
131,"S4_A_GTE_N","Georgette",4,"A",86,"S2_R_GTE_D","Georgette",2,"R",3301.82018797005
368,"S13_A_SF_P","St-François",13,"A",172,"S6_A_SF_P","St-François",6,"A",3249.62593365593
1010,"S62_R_MEZ-V_O","Mézières VD, village",62,"R",1072,"S65_R_MEZ-V_O","Mézières VD, village",65,"R",3240.83388121199
954,"S49_R_CLERG_O","Pully, Clergère",49,"R",905,"S47_A_CLERG_N","Pully, Clergère",47,"A",3228.6342570594
223,"S7_A_TNEL_E","Tunnel",7,"A",419,"S16_R_TNEL_S","Tunnel",16,"R",3196.06172399877
660,"S25_R_DLICE_O","Délices",25,"R",1214,"S72_R_DEL","Délices",72,"R",3171.80562354184
278,"S8_R_VMOUL_S","Vieux-Moulin",8,"R",581,"S22_A_VMOUL_M","Vieux-Moulin",22,"A",3064.31149224602
822,"S38_A_AVNIR_O","Avenir",38,"A",446,"S17_A_AVNIR_O","Avenir",17,"A",3048.38440178776
897,"S46_R_CROIS_D","Epalinges, Croisettes",46,"R",1026,"S64_A_CROIS_A","Epalinges, Croisettes",64,"A",3025.79868812076
600,"S22_R_BESS_D","Bessières",22,"R",198,"S6_R_BESS_S","Bessières",6,"R",2976.74551005286
113,"S3_R_VMOUL_O","Vieux-Moulin",3,"R",278,"S8_R_VMOUL_S","Vieux-Moulin",8,"R",2955.69553153335
85,"S2_R_SF_S","St-François",2,"R",392,"S16_A_SF_P","St-François",16,"A",2943.73466548257
283,"S8_R_B-AIR_D","Bel-Air",8,"R",171,"S6_A_B-AIR_C","Bel-Air",6,"A",2924.87936017379
465,"S17_R_1-AOU_E","1er Août",17,"R",746,"S32_R_1-AOU_S","1er Août",32,"R",2921.75756702139
1050,"S65_A_FOYER_E","Foyer",65,"A",188,"S6_R_FOYER_O","Foyer",6,"R",2900.93046864112
747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",2840.60708191017
578,"S22_A_TNEL_N","Tunnel",22,"A",223,"S7_A_TNEL_E","Tunnel",7,"A",2813.64860369367
101,"S3_A_CH_N","Chauderon",3,"A",149,"S4_R_SROCH_E","St-Roch",4,"R",2790.73375351168
578,"S22_A_TNEL_N","Tunnel",22,"A",419,"S16_R_TNEL_S","Tunnel",16,"R",2789.56849866775
838,"S38_R_R-14A_S","Renens-14 Avril",38,"R",464,"S17_R_RCFFN_E","Renens-Gare nord",17,"R",2732.27638604899
548,"S21_A_CECIL_N","Cécil",21,"A",425,"S16_R_TIVOL_O","Tivoli",16,"R",2660.9001764576
425,"S16_R_TIVOL_O","Tivoli",16,"R",119,"S3_R_CECIL_S","Cécil",3,"R",2646.26587728649
369,"S13_A_BENJC_N","Benj. Constant",13,"A",393,"S16_A_BENJC_N","Benj. Constant",16,"A",2549.47826342586
173,"S6_A_BESS_N","Bessières",6,"A",600,"S22_R_BESS_D","Bessières",22,"R",2549.06095389653
932,"S47_R_CNIER_E","Châtaignier",47,"R",237,"S8_A_CNIER_O","Châtaignier",8,"A",2509.11440127289
199,"S6_R_SF_O","St-François",6,"R",220,"S7_A_SF_O","St-François",7,"A",2507.33537519673
548,"S21_A_CECIL_N","Cécil",21,"A",119,"S3_R_CECIL_S","Cécil",3,"R",2422.2632876551
501,"S18_R_BRE_S","Bré",18,"R",741,"S32_R_BRE_S","Bré",32,"R",2384.69890084766
82,"S2_R_VAL_S","Valentin",2,"R",16,"S1_A_VAL_N","Valentin",1,"A",2384.07069599674
28,"S1_R_CAS_S","Casernes",1,"R",105,"S3_A_CAS_N","Casernes",3,"A",2377.85404881727
100,"S3_A_CECIL_N","Cécil",3,"A",425,"S16_R_TIVOL_O","Tivoli",16,"R",2348.74239951242
356,"S12_A_GTE_O","Georgette",12,"A",285,"S8_R_GTE_S","Georgette",8,"R",2311.11894228074
307,"S9_A_CLERG_O","Pully, Clergère",9,"A",928,"S47_R_CLERG_O","Pully, Clergère",47,"R",2302.90283216623
1025,"S62_R_CROIS_B","Epalinges, Croisettes",62,"R",858,"S45_A_CROIS_C","Epalinges, Croisettes",45,"A",2286.02449082353
172,"S6_A_SF_P","St-François",6,"A",392,"S16_A_SF_P","St-François",16,"A",2285.563368992
474,"S17_R_BOST_E","Boston",17,"R",542,"S19_R_BOST_E","Boston",19,"R",2259.20830805579
116,"S3_R_BLIJO_D","Beaulieu-Jomini",3,"R",63,"S2_A_BLIJO_O","Beaulieu-Jomini",2,"A",2257.57043599886
35,"S1_R_GTE_D","Georgette",1,"R",86,"S2_R_GTE_D","Georgette",2,"R",2200.78778174101
123,"S4_A_PREAU_O","Préau",4,"A",930,"S47_R_PREAU_O","Préau",47,"R",2197.91646852828
478,"S17_R_GTE_E","Georgette",17,"R",356,"S12_A_GTE_O","Georgette",12,"A",2178.34385915147
776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",722,"S32_A_RCFFS_E","Renens-Gare sud",32,"A",2177.72587519347
1215,"S72_R_JOR","Jordils",72,"R",90,"S2_R_JDILS_S","Jordils",2,"R",2105.38957415262
832,"S38_R_BDESS_S","Bourg-Dessus",38,"R",490,"S18_A_BDESS_M","Bourg-Dessus",18,"A",2092.88112364477
434,"S17_A_SF_O","St-François",17,"A",422,"S16_R_SF_O","St-François",16,"R",2090.78408303874
295,"S8_R_SOMAI_E","Somais",8,"R",933,"S47_R_SOMAI_E","Somais",47,"R",2074.07256909416
852,"S42_R_PCHLY_B","Pont de Chailly",42,"R",228,"S7_A_PCHLY_E","Pont de Chailly",7,"A",2048.48486393194
117,"S3_R_SROCH_S","St-Roch",3,"R",149,"S4_R_SROCH_E","St-Roch",4,"R",2043.91808559542
895,"S46_R_CX-BL_S","Croix Blanche",46,"R",860,"S45_A_CX-BL_N","Croix Blanche",45,"A",2038.52065444814
691,"S31_A_RCFFS_E","Renens-Gare sud",31,"A",776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",1940.56044653261
119,"S3_R_CECIL_S","Cécil",3,"R",203,"S6_R_CECIL_S","Cécil",6,"R",1877.71496148534
191,"S6_R_SALA_B","Sallaz",6,"R",840,"S42_A_SALA_D","Sallaz",42,"A",1871.70442063365
915,"S47_A_LANDA_E","Lutry, Landar",47,"A",1146,"S68_R_LANDA_P","Lutry, Landar",68,"R",1870.78180384784
545,"S19_R_CH_B","Chauderon",19,"R",436,"S17_A_CH_O","Chauderon",17,"A",1866.53787219199
131,"S4_A_GTE_N","Georgette",4,"A",361,"S12_R_GTE_E","Georgette",12,"R",1858.18772537129
728,"S32_A_BRE_N","Bré",32,"A",495,"S18_A_BRE_N","Bré",18,"A",1852.78438927641
209,"S6_R_MTOIE_O","Montoie",6,"R",44,"S1_R_MTOIE_O","Montoie",1,"R",1815.91193591462
897,"S46_R_CROIS_D","Epalinges, Croisettes",46,"R",974,"S62_A_CROIS_B","Epalinges, Croisettes",62,"A",1807.4965771703
243,"S8_A_MTSI_N","Montchoisi",8,"A",645,"S25_A_MTSI_E","Montchoisi",25,"A",1763.03540318103
353,"S12_A_ESPER_O","Bonne-Espérance",12,"A",339,"S9_R_ESPER_E","Bonne-Espérance",9,"R",1743.44650427948
688,"S31_A_CONCO_N","Concorde",31,"A",750,"S32_R_CONCO_E","Concorde",32,"R",1718.59273864182
777,"S33_A_CENSU_E","Censuy",33,"A",752,"S32_R_CENSU_E","Censuy",32,"R",1712.84001438777
1048,"S64_R_CROIS_A","Epalinges, Croisettes",64,"R",883,"S46_A_CROIS_C","Epalinges, Croisettes",46,"A",1708.5367829446
630,"S25_A_CENSU_E","Censuy",25,"A",718,"S32_A_CENSU_O","Censuy",32,"A",1703.20505606343
356,"S12_A_GTE_O","Georgette",12,"A",153,"S4_R_GTE_S","Georgette",4,"R",1683.78697192371
1047,"S64_R_PLANC_S","Planches",64,"R",877,"S45_R_PLANC_S","Planches",45,"R",1682.6839644381
1091,"S65_R_FOYER_O","Foyer",65,"R",188,"S6_R_FOYER_O","Foyer",6,"R",1681.09066231412
237,"S8_A_CNIER_O","Châtaignier",8,"A",903,"S47_A_CNIER_N","Châtaignier",47,"A",1663.03366407483
332,"S9_R_BOST_S","Boston",9,"R",542,"S19_R_BOST_E","Boston",19,"R",1649.27552649107
100,"S3_A_CECIL_N","Cécil",3,"A",571,"S21_R_CECIL_S","Cécil",21,"R",1635.35334069944
425,"S16_R_TIVOL_O","Tivoli",16,"R",571,"S21_R_CECIL_S","Cécil",21,"R",1610.18243709881
958,"S54_A_ZING_N","Zinguerie",54,"A",462,"S17_R_ZING_E","Zinguerie",17,"R",1608.50231774895
225,"S7_A_OURS_E","Ours",7,"A",197,"S6_R_OURS_O","Ours",6,"R",1584.39709350041
196,"S6_R_BETHU_O","Béthusy",6,"R",226,"S7_A_BETHU_E","Béthusy",7,"A",1574.40614391696
289,"S8_R_MUSEO_E","Musée Olympique",8,"R",658,"S25_R_MUSEO_S","Musée Olympique",25,"R",1570.8810641616
449,"S17_A_ZING_O","Zinguerie",17,"A",958,"S54_A_ZING_N","Zinguerie",54,"A",1563.42767037971
1140,"S68_A_LANDA_E","Lutry, Landar",68,"A",918,"S47_R_LANDA_O","Lutry, Landar",47,"R",1558.01141582619
545,"S19_R_CH_B","Chauderon",19,"R",134,"S4_A_CH_O","Chauderon",4,"A",1548.33084501605
113,"S3_R_VMOUL_O","Vieux-Moulin",3,"R",416,"S16_R_VMOUL_S","Vieux-Moulin",16,"R",1505.5020196567
1157,"S68_R_VOISD_E","Voisinand",68,"R",301,"S9_A_VOISD_O","Voisinand",9,"A",1505.18167869256
838,"S38_R_R-14A_S","Renens-14 Avril",38,"R",532,"S19_R_RCFFN_E","Renens-Gare nord",19,"R",1496.52853078407
571,"S21_R_CECIL_S","Cécil",21,"R",425,"S16_R_TIVOL_O","Tivoli",16,"R",1490.71527761314
455,"S17_A_CPEAG_B","Croix-Péage",17,"A",731,"S32_A_CPEAG_M","Croix-Péage",32,"A",1485.61006221788
509,"S18_R_PERRL_E","Perrelet",18,"R",442,"S17_A_PERRL_O","Perrelet",17,"A",1482.14373119132
545,"S19_R_CH_B","Chauderon",19,"R",316,"S9_A_CH_O","Chauderon",9,"A",1479.95903702213
282,"S8_R_RIP_S","Riponne-M. Béjart",8,"R",32,"S1_R_RNEUV_S","Rue Neuve",1,"R",1475.56502545183
360,"S12_R_SF_P","St-François",12,"R",335,"S9_R_SF_P","St-François",9,"R",1393.70756551434
281,"S8_R_TNEL_S","Tunnel",8,"R",598,"S22_R_TNEL_S","Tunnel",22,"R",1385.06880773777
1023,"S62_R_MARIN_S","En Marin",62,"R",873,"S45_R_MARIN_S","En Marin",45,"R",1382.24263441256
12,"S1_A_GTE_N","Georgette",1,"A",356,"S12_A_GTE_O","Georgette",12,"A",1350.505804603
752,"S32_R_CENSU_E","Censuy",32,"R",672,"S25_R_CENSU_O","Censuy",25,"R",1302.09256748077
532,"S19_R_RCFFN_E","Renens-Gare nord",19,"R",464,"S17_R_RCFFN_E","Renens-Gare nord",17,"R",1297.82816747406
360,"S12_R_SF_P","St-François",12,"R",284,"S8_R_SF_S","St-François",8,"R",1275.51246751663
832,"S38_R_BDESS_S","Bourg-Dessus",38,"R",506,"S18_R_BDESS_D","Bourg-Dessus",18,"R",1252.67379775385
281,"S8_R_TNEL_S","Tunnel",8,"R",419,"S16_R_TNEL_S","Tunnel",16,"R",1249.27809554252
183,"S6_A_FOYER_E","Foyer",6,"A",1050,"S65_A_FOYER_E","Foyer",65,"A",1249.22280704188
630,"S25_A_CENSU_E","Censuy",25,"A",752,"S32_R_CENSU_E","Censuy",32,"R",1247.64859069916
57,"S2_A_GTE_N","Georgette",2,"A",356,"S12_A_GTE_O","Georgette",12,"A",1241.75532298324
823,"S38_A_R-14A_N","Renens-14 Avril",38,"A",725,"S32_A_R-14A_N","Renens-14 Avril",32,"A",1234.22694375752
1130,"S68_A_CHAMP_N","Les Champs",68,"A",301,"S9_A_VOISD_O","Voisinand",9,"A",1230.26121609338
738,"S32_R_CPEAG_E","Croix-Péage",32,"R",456,"S17_R_CPEAG_B","Croix-Péage",17,"R",1228.79848294738
530,"S19_A_R-14A_E","Renens-14 Avril",19,"A",744,"S32_R_R-14A_S","Renens-14 Avril",32,"R",1201.35167833725
618,"S24_R_OUCHY_O","Ouchy-Olympique",24,"R",1189,"S72_A_OUC","Ouchy-Olympique",72,"A",1188.62904847405
1069,"S65_A_MEZ-V_N","Mézières VD, village",65,"A",989,"S62_A_MEZ-V_N","Mézières VD, village",62,"A",1181.90716995117
113,"S3_R_VMOUL_O","Vieux-Moulin",3,"R",595,"S22_R_VMOUL_S","Vieux-Moulin",22,"R",1177.29872184243
600,"S22_R_BESS_D","Bessières",22,"R",173,"S6_A_BESS_N","Bessières",6,"A",1175.22508808393
119,"S3_R_CECIL_S","Cécil",3,"R",425,"S16_R_TIVOL_O","Tivoli",16,"R",1166.69836685083
360,"S12_R_SF_P","St-François",12,"R",34,"S1_R_SF_S","St-François",1,"R",1165.65096964379
884,"S46_A_PLANC_N","Planches",46,"A",1027,"S64_A_PLANC_N","Planches",64,"A",1141.59268986773
747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",803,"S33_R_RCFFS_O","Renens-Gare sud",33,"R",1127.5919197222
336,"S9_R_GTE_E","Georgette",9,"R",356,"S12_A_GTE_O","Georgette",12,"A",1122.67243196061
101,"S3_A_CH_N","Chauderon",3,"A",543,"S19_R_CH_N","Chauderon",19,"R",1108.99159964347
198,"S6_R_BESS_S","Bessières",6,"R",600,"S22_R_BESS_D","Bessières",22,"R",1102.41616069807
92,"S2_R_OUCHY_O","Ouchy-Olympique",2,"R",613,"S24_A_OUCHY_E","Ouchy-Olympique",24,"A",1085.72989630452
490,"S18_A_BDESS_M","Bourg-Dessus",18,"A",829,"S38_A_BDESS_N","Bourg-Dessus",38,"A",1075.48035475265
84,"S2_R_B-AIR_D","Bel-Air",2,"R",435,"S17_A_B-AIR_O","Bel-Air",17,"A",1063.17978629841
954,"S49_R_CLERG_O","Pully, Clergère",49,"R",342,"S9_R_CLERG_E","Pully, Clergère",9,"R",1056.69423553274
90,"S2_R_JDILS_S","Jordils",2,"R",1215,"S72_R_JOR","Jordils",72,"R",1046.78326900034
954,"S49_R_CLERG_O","Pully, Clergère",49,"R",928,"S47_R_CLERG_O","Pully, Clergère",47,"R",1043.60105540247
1037,"S64_A_VULET_N","Vulliette",64,"A",872,"S45_R_VULET_S","Vulliette",45,"R",1041.82268854436
219,"S7_R_BESS_S","Bessières",7,"A",600,"S22_R_BESS_D","Bessières",22,"R",1036.19031669505
864,"S45_A_MARIN_N","En Marin",45,"A",976,"S62_A_MARIN_N","En Marin",62,"A",1035.08810781094
838,"S38_R_R-14A_S","Renens-14 Avril",38,"R",956,"S54_A_RCFFN_G","Renens-Gare nord",54,"A",1029.68049040477
313,"S9_A_GTE_O","Georgette",9,"A",356,"S12_A_GTE_O","Georgette",12,"A",1024.72613909753
1179,"S70_R_BNETT_R","Bourdonnette",70,"R",604,"S24_A_BNETT_B","Bourdonnette",24,"A",995.335671840258
84,"S2_R_B-AIR_D","Bel-Air",2,"R",315,"S9_A_B-AIR_O","Bel-Air",9,"A",994.75582737514
160,"S4_R_JOLTT_E","Joliette",4,"R",931,"S47_R_OSCHE_S","Osches",47,"R",979.261907198028
1175,"S70_R_VIGIE_R","Vigie",70,"R",203,"S6_R_CECIL_S","Cécil",6,"R",978.920489346326
718,"S32_A_CENSU_O","Censuy",32,"A",802,"S33_R_CENSU_O","Censuy",33,"R",978.376290955359
915,"S47_A_LANDA_E","Lutry, Landar",47,"A",1140,"S68_A_LANDA_E","Lutry, Landar",68,"A",974.469543749084
114,"S3_R_CAS_S","Casernes",3,"R",19,"S1_A_CAS_W","Casernes",1,"A",967.62369354377
549,"S21_A_CH_N","Chauderon",21,"A",149,"S4_R_SROCH_E","St-Roch",4,"R",965.276686826179
744,"S32_R_R-14A_S","Renens-14 Avril",32,"R",956,"S54_A_RCFFN_G","Renens-Gare nord",54,"A",951.225476825594
393,"S16_A_BENJC_N","Benj. Constant",16,"A",380,"S13_R_BENJC_S","Benj. Constant",13,"R",949.894800449627
368,"S13_A_SF_P","St-François",13,"A",335,"S9_R_SF_P","St-François",9,"R",941.239369725447
691,"S31_A_RCFFS_E","Renens-Gare sud",31,"A",673,"S25_R_RCFFS_O","Renens-Gare sud",25,"R",911.55014738993
683,"S31_A_SORGE_E","UNIL-Sorge",31,"A",1165,"S70_A_SORGE_F","UNIL-Sorge",70,"A",908.210539054476
718,"S32_A_CENSU_O","Censuy",32,"A",672,"S25_R_CENSU_O","Censuy",25,"R",903.387057850633
161,"S4_R_PLY-G_1","Pully, gare",4,"R",651,"S25_R_PLY-G_2","Pully, gare",25,"R",896.878155578893
549,"S21_A_CH_N","Chauderon",21,"A",543,"S19_R_CH_N","Chauderon",19,"R",896.162229415813
84,"S2_R_B-AIR_D","Bel-Air",2,"R",133,"S4_A_B-AIR_O","Bel-Air",4,"A",868.956850601239
1092,"S65_R_SALA_Z","Sallaz",65,"R",180,"S6_A_SALA_A","Sallaz",6,"A",868.847469902962
897,"S46_R_CROIS_D","Epalinges, Croisettes",46,"R",858,"S45_A_CROIS_C","Epalinges, Croisettes",45,"A",842.334296552271
243,"S8_A_MTSI_N","Montchoisi",8,"A",156,"S4_R_MTSI_E","Montchoisi",4,"R",833.562998584274
85,"S2_R_SF_S","St-François",2,"R",368,"S13_A_SF_P","St-François",13,"A",825.024439247276
874,"S45_R_LION_S","Lion d'Or",45,"R",1024,"S62_R_LION_S","Lion d'Or",62,"R",808.010459794182
1196,"S72_A_BES","Bessières",72,"A",421,"S16_R_PBESS_S","Pont Bessières",16,"R",802.618234630498
338,"S9_R_LEMAN_E","Avenue du Léman",9,"R",363,"S12_R_LEMAN_E","Avenue du Léman",12,"R",794.456092051852
202,"S6_R_PT-CH_S","Pont Chauderon",6,"R",543,"S19_R_CH_N","Chauderon",19,"R",794.016937148481
657,"S25_R_MTSI_S","Montchoisi",25,"R",288,"S8_R_MTSI_S","Montchoisi",8,"R",787.89246592513
84,"S2_R_B-AIR_D","Bel-Air",2,"R",423,"S16_R_B-AIR_O","Bel-Air",16,"R",760.18772590983
1175,"S70_R_VIGIE_R","Vigie",70,"R",425,"S16_R_TIVOL_O","Tivoli",16,"R",759.189799643903
497,"S18_A_TIMON_T","Crissier, Timonet",18,"A",962,"S54_A_TIMON_O","Crissier, Timonet",54,"A",752.175219138242
1165,"S70_A_SORGE_F","UNIL-Sorge",70,"A",683,"S31_A_SORGE_E","UNIL-Sorge",31,"A",744.618220965495
957,"S54_A_JURA_N","Jura",54,"A",448,"S17_A_JURA_N","Jura",17,"A",742.05744270736
368,"S13_A_SF_P","St-François",13,"A",284,"S8_R_SF_S","St-François",8,"R",686.570045815425
928,"S47_R_CLERG_O","Pully, Clergère",47,"R",936,"S49_A_CLERG_N","Pully, Clergère",49,"A",679.359658746008
285,"S8_R_GTE_S","Georgette",8,"R",356,"S12_A_GTE_O","Georgette",12,"A",673.114136014174
730,"S32_A_TIMON_O","Crissier, Timonet",32,"A",962,"S54_A_TIMON_O","Crissier, Timonet",54,"A",671.723836685713
246,"S8_A_GTE_N","Georgette",8,"A",356,"S12_A_GTE_O","Georgette",12,"A",642.776198241603
191,"S6_R_SALA_B","Sallaz",6,"R",1049,"S65_A_SALA_Z","Sallaz",65,"A",641.941284667399
394,"S16_A_PBESS_N","Pont Bessières",16,"A",219,"S7_R_BESS_S","Bessières",7,"A",638.261596712331
545,"S19_R_CH_B","Chauderon",19,"R",201,"S6_R_CH_O","Chauderon",6,"R",615.4383805256
506,"S18_R_BDESS_D","Bourg-Dessus",18,"R",829,"S38_A_BDESS_N","Bourg-Dessus",38,"A",614.60970262575
822,"S38_A_AVNIR_O","Avenir",38,"A",529,"S19_A_AVNIR_O","Avenir",19,"A",609.907722910432
464,"S17_R_RCFFN_E","Renens-Gare nord",17,"R",956,"S54_A_RCFFN_G","Renens-Gare nord",54,"A",607.716694136688
533,"S19_R_1-AOU_E","1er Août",19,"R",746,"S32_R_1-AOU_S","1er Août",32,"R",594.431222282437
360,"S12_R_SF_P","St-François",12,"R",152,"S4_R_SF_S","St-François",4,"R",592.456037776077
878,"S45_R_CROIS_D","Epalinges, Croisettes",45,"R",1026,"S64_A_CROIS_A","Epalinges, Croisettes",64,"A",585.927509158258
117,"S3_R_SROCH_S","St-Roch",3,"R",543,"S19_R_CH_N","Chauderon",19,"R",581.208874423048
422,"S16_R_SF_O","St-François",16,"R",284,"S8_R_SF_S","St-François",8,"R",580.66123782759
31,"S1_R_VAL_S","Valentin",1,"R",61,"S2_A_VAL_N","Valentin",2,"A",577.846703652093
119,"S3_R_CECIL_S","Cécil",3,"R",169,"S6_A_CECIL_N","Cécil",6,"A",568.374027672993
368,"S13_A_SF_P","St-François",13,"A",34,"S1_R_SF_S","St-François",1,"R",563.870307898383
1123,"S67_R_LANDA_O","Lutry, Landar",67,"R",918,"S47_R_LANDA_O","Lutry, Landar",47,"R",542.814048845799
84,"S2_R_B-AIR_D","Bel-Air",2,"R",200,"S6_R_B-AIR_O","Bel-Air",6,"R",542.468317141916
749,"S32_R_PLANT_E","Planta",32,"R",697,"S31_R_CONCO_E","Concorde",31,"R",536.662720657279
360,"S12_R_SF_P","St-François",12,"R",85,"S2_R_SF_S","St-François",2,"R",529.319554614644
1125,"S67_R_BELMT_O","Belmont-s-L., Centre",67,"R",947,"S49_R_PQUI_N","Pâquis",49,"R",529.103655288414
422,"S16_R_SF_O","St-François",16,"R",58,"S2_A_SF_O","St-François",2,"A",521.145510147362
1047,"S64_R_PLANC_S","Planches",64,"R",896,"S46_R_PLANC_S","Planches",46,"R",519.175501277146
905,"S47_A_CLERG_N","Pully, Clergère",47,"A",342,"S9_R_CLERG_E","Pully, Clergère",9,"R",517.109861792808
920,"S47_R_BELMT_O","Belmont-s-L., Centre",47,"R",947,"S49_R_PQUI_N","Pâquis",49,"R",505.596800619596
776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",694,"S31_R_RCFFS_O","Renens-Gare sud",31,"R",503.699041004337
630,"S25_A_CENSU_E","Censuy",25,"A",777,"S33_A_CENSU_E","Censuy",33,"A",502.46501082744
802,"S33_R_CENSU_O","Censuy",33,"R",672,"S25_R_CENSU_O","Censuy",25,"R",496.208678040007
915,"S47_A_LANDA_E","Lutry, Landar",47,"A",1098,"S67_A_LANDA_E","Lutry, Landar",67,"A",474.410483264447
360,"S12_R_SF_P","St-François",12,"R",392,"S16_A_SF_P","St-François",16,"A",460.820029806758
859,"S45_A_PLANC_N","Planches",45,"A",1027,"S64_A_PLANC_N","Planches",64,"A",455.90267774542
