"code_arret_theo","libelle_arret_theo","lat_arret","lon_arret"
"MOUD_S ","""Moudon, Gare""",46.667587,6.8017
"VOISD_O","""Voisinand""",46.503815,6.686259
"MARIO_E","""Marionnettes""",46.512753,6.685509
"L-CHA_S","""Les Chavannes""",46.530228,6.657163
"COLMA_N","""Collège de Marcolet""",46.544754,6.57493
"METAI_O","""Métairie""",46.51008,6.640568
"SAVUI_S","""Savuit-Place""",46.5073,6.693911
"VLARD_E","""Villard""",46.518734,6.625584
"ANCPO_E","""Savigny, ancienne poste""",46.539867,6.72492
"BLIEU_E","""Beaulieu""",46.527943,6.624142
"MALL_O ","""Maladière-Lac""",46.516247,6.604993
"CONFR_O","""Forel (Lavaux), Les Confréries""",46.542572,6.765457
"HUTIN_E","""Huttins""",46.53319,6.608459
"PAVIL_E","""Pavillard""",46.519684,6.658358
"PREFY_O","""Préfaully""",46.533638,6.579136
"VULLM_N","""Vulliemin""",46.527706,6.633895
"MT-OR_E","""Mont d'Or""",46.516922,6.615212
"VIGNE_E","""Vignes""",46.507164,6.665379
"CROSE_S","""Croset""",46.53486,6.565794
"ROTIL_S","""Rôtillon""",46.521,6.634216
"ECORC_O","""Carrouge VD, Ecorcheboeuf""",46.59759,6.759746
"ROZAV_S","""Rozavère""",46.528984,6.655565
"VJEUN_N","""Vallée de la Jeunesse""",46.52336,6.607737
"GROUG_N","""Servion, Grange Rouge""",46.572037,6.778303
"MORP_O ","""Morrens VD, Poste""",46.59011,6.62858
"MLINE_R","""UNIL-Mouline""",46.52499,6.578804
"COTES_N","""Côtes""",46.54999,6.631646
"BRULE_E","""Brûlées""",46.514465,6.690489
"ORZEN_N","""Orzens""",46.507195,6.683424
"BELVO_M","""Bellevaux""",46.53927,6.634257
"FIGUI_M","""Figuiers""",46.51684,6.609258
"COCAG_O","""Cocagne""",46.554604,6.561836
"ALPES_N","""Alpes""",46.51526,6.636895
"BETHU_O","""Béthusy""",46.521496,6.646069
"BOISS_D","""Boissonnet""",46.53868,6.646364
"PAVEM_S","""Pavement""",46.54089,6.633998
"VUCH_N ","""Vucherens, village""",46.624508,6.78244
"PREYV_N","""Pré-d'Yverdon""",46.5441,6.671995
"VALCY_O","""Valency""",46.531395,6.61129
"BETHA_S","""Béthanie""",46.534264,6.613553
"DRUEY_S","""Druey""",46.529778,6.627803
"COLO_E ","""Cully, Colombaires""",46.49004,6.729446
